OG5_143398,pl_tra,op_gen,ee_tra,ba_tra,op_tra,za_gen,am_gen,ba_gen,sr_tra,ex_gen,ex_tra,sr_gen,pl_gen,ee_gen,za_tra,am_tra
OG5_178697,0,0,0,0,0,0,0,29,1,0,0,0,0,0,0,1
OG5_136418,28,12,38,0,3,1,1,14,156,2,6,14,12,0,0,144
OG5_136415,19,19,34,0,2,1,1,4,151,3,7,15,1,2,0,117
OG5_137966,16,2,4,0,0,0,0,0,70,0,2,2,11,0,0,1
OG5_136416,1,19,10,0,0,5,0,23,18,0,0,3,0,1,0,5
OG5_136410,2,18,5,0,4,0,3,0,11,5,0,0,0,0,0,39
OG5_151959,3,0,5,0,0,0,0,0,19,0,0,0,1,0,0,60
OG5_151958,1,0,7,0,0,0,0,0,16,0,0,0,3,0,0,19
OG5_131058,3,14,5,0,1,0,1,0,47,0,1,3,8,0,0,36
OG5_126739,11,46,17,0,4,32,1,323,77,1,2,11,6,1,0,19
OG5_126735,36,82,45,0,5,0,6,0,220,20,12,37,19,2,0,162
OG5_126734,49,79,48,0,13,11,6,535,352,20,24,36,18,2,0,214
OG5_126737,46,75,47,0,13,0,3,79,338,20,20,33,19,2,0,210
OG5_126736,26,80,26,0,0,99,5,561,160,20,6,37,18,2,0,100
OG5_126731,34,73,46,0,8,75,5,477,302,19,15,24,19,2,0,188
OG5_126730,21,74,38,0,6,103,6,528,262,20,17,35,18,2,0,187
OG5_126733,33,77,38,0,4,44,3,394,237,15,10,35,18,2,0,153
OG5_126732,35,66,44,0,7,0,3,0,163,13,10,25,12,2,0,199
OG5_182870,0,1,0,0,1,15,0,0,0,0,0,0,0,0,0,0
OG5_182871,0,0,0,0,0,0,0,35,0,0,0,0,1,0,0,0
OG5_147062,1,2,8,0,0,15,2,63,11,2,1,0,0,1,0,15
OG5_142583,4,6,6,0,2,0,0,0,31,8,4,2,0,0,0,50
OG5_147064,4,2,0,0,0,0,0,0,3,0,0,0,7,0,0,1
OG5_142585,0,14,4,0,0,0,0,1,34,0,0,9,0,0,0,17
OG5_146388,3,2,13,0,0,0,4,2,65,0,0,3,0,0,0,11
OG5_142588,0,12,0,0,2,0,2,0,4,0,0,0,0,0,0,8
OG5_137320,0,1,0,0,0,61,1,96,4,1,0,2,0,0,0,0
OG5_144092,3,2,5,0,0,0,0,0,9,0,0,0,10,0,0,6
OG5_130934,16,64,36,0,1,0,3,0,186,1,7,15,9,2,0,139
OG5_130935,14,49,17,0,2,0,5,0,64,1,6,12,7,1,0,50
OG5_139265,4,2,6,0,1,43,0,133,51,0,0,0,0,0,0,58
OG5_172176,0,4,1,0,0,1,0,1,17,0,1,0,0,0,0,27
OG5_130937,6,39,4,0,2,0,0,0,135,0,0,26,8,0,0,108
OG5_129972,17,59,17,0,1,0,6,0,24,2,2,4,15,1,0,142
OG5_131810,1,21,7,0,0,0,1,38,24,1,0,2,1,0,0,39
OG5_132319,9,21,14,0,2,0,1,37,82,0,0,11,1,0,0,28
OG5_132316,12,34,12,0,3,8,1,2,109,11,6,10,2,2,0,41
OG5_132317,1,26,31,0,4,0,0,0,182,0,2,26,0,1,0,84
OG5_132314,10,33,23,0,1,0,3,0,102,0,2,15,15,2,0,121
OG5_132315,17,29,22,0,1,0,0,0,53,14,7,9,5,2,0,46
OG5_132312,12,29,20,0,7,0,3,0,14,1,2,0,14,2,0,36
OG5_132313,16,22,33,0,2,2,2,32,153,1,4,11,3,1,0,145
OG5_132310,12,26,6,0,3,0,1,0,76,1,7,10,11,1,0,29
OG5_132311,16,25,33,0,3,1,0,0,171,17,8,14,0,2,0,15
OG5_159306,4,10,15,0,4,0,1,7,48,0,0,0,1,0,0,106
OG5_143185,0,1,0,0,0,0,0,56,0,0,0,0,1,0,0,0
OG5_143182,0,0,0,0,0,0,0,58,2,0,0,0,1,0,0,1
OG5_143180,2,0,1,0,1,0,0,179,38,0,0,3,1,0,0,15
OG5_130062,18,62,10,0,1,0,3,0,51,0,1,7,15,0,0,61
OG5_159305,5,9,2,0,0,0,0,28,7,0,1,4,0,0,0,5
OG5_136112,0,29,0,0,0,0,0,0,0,0,0,1,0,0,0,2
OG5_127684,32,79,35,0,4,87,6,0,211,19,12,36,18,2,0,167
OG5_146915,0,10,0,0,0,0,0,1,5,0,0,0,0,0,0,0
OG5_146914,10,0,3,0,0,0,0,0,47,0,0,3,11,0,0,43
OG5_176964,0,1,0,0,0,0,0,14,0,0,0,0,0,0,0,1
OG5_157803,0,0,0,0,0,0,0,38,0,0,0,0,1,0,0,0
OG5_157802,0,1,0,0,0,0,0,45,0,0,0,0,1,0,0,0
OG5_135376,25,1,9,0,0,10,0,115,37,0,1,2,18,0,0,2
OG5_129054,0,0,0,0,0,0,0,0,2,7,1,0,1,0,0,1
OG5_141289,35,0,15,0,0,0,0,4,96,0,0,5,18,0,0,1
OG5_127062,20,39,29,0,6,1,3,57,163,14,12,18,13,2,0,186
OG5_127063,32,70,41,0,10,0,6,0,276,20,18,28,17,2,0,214
OG5_127060,26,69,28,0,2,14,4,271,101,7,3,15,18,2,0,137
OG5_127061,44,80,47,0,10,109,6,137,339,19,20,36,19,2,0,203
OG5_127067,14,64,34,0,5,4,6,279,132,15,13,14,18,2,0,152
OG5_127064,47,78,49,0,19,107,6,1,333,19,25,35,19,2,0,221
OG5_127065,13,22,37,0,0,14,3,439,212,1,4,10,5,0,0,122
OG5_127068,29,69,36,0,7,20,6,1,270,13,8,36,18,2,0,140
OG5_127069,26,78,19,0,3,0,3,0,85,3,3,13,18,2,0,100
OG5_146247,15,7,24,0,1,0,1,0,113,0,9,6,12,1,0,132
OG5_154343,2,0,20,0,0,0,0,0,72,1,0,3,0,0,0,3
OG5_159529,0,1,1,0,0,0,0,106,0,0,0,0,1,0,0,0
OG5_159525,0,4,1,0,0,0,0,9,12,1,0,0,0,0,0,4
OG5_170998,0,0,0,0,0,3,2,68,0,0,0,0,1,0,0,0
OG5_127705,38,72,37,0,7,11,6,0,276,15,15,34,15,2,0,177
OG5_132175,1,29,3,0,3,0,3,0,21,0,0,1,0,0,0,31
OG5_146242,1,5,0,0,0,2,0,41,0,0,0,0,1,0,0,1
OG5_128001,26,81,36,0,3,2,6,32,171,19,7,36,19,2,0,142
OG5_128000,31,77,42,0,5,0,6,0,215,14,6,37,18,2,0,168
OG5_128003,32,79,44,0,3,15,6,0,226,20,9,28,19,2,0,170
OG5_128002,36,76,46,0,6,23,5,6,262,20,12,37,19,2,0,176
OG5_128005,33,79,33,0,5,0,6,0,156,7,4,33,19,1,0,143
OG5_128004,32,77,39,0,8,2,5,2,266,20,9,36,18,2,0,194
OG5_128007,36,72,43,0,4,0,6,0,212,11,8,31,18,2,0,108
OG5_128006,41,70,44,0,8,0,3,82,328,13,12,31,18,2,0,207
OG5_128009,29,82,41,0,5,0,6,0,243,20,13,37,19,2,0,199
OG5_128008,38,66,23,0,7,11,1,332,178,13,6,11,19,1,0,121
OG5_164124,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
OG5_130978,11,25,23,0,1,0,0,0,107,16,6,18,6,2,0,11
OG5_127607,0,2,0,0,0,94,0,497,0,0,0,0,3,0,0,0
OG5_127604,31,73,40,0,3,0,3,1,239,14,11,35,16,2,0,164
OG5_127605,31,42,40,0,4,0,2,0,223,20,11,34,18,2,0,65
OG5_127602,32,78,38,0,5,32,6,6,167,16,11,33,19,2,0,157
OG5_127603,35,69,39,0,1,0,0,545,217,1,6,20,19,1,0,28
OG5_127600,35,82,38,0,3,53,6,45,220,17,14,37,19,2,0,122
OG5_127601,42,67,46,0,15,30,3,380,289,16,14,16,19,2,0,196
OG5_130972,31,36,18,0,0,0,2,66,89,1,7,6,16,0,0,12
OG5_130973,1,24,0,0,0,1,0,8,0,0,0,1,0,0,0,14
OG5_130974,3,21,2,0,0,0,1,0,16,0,4,4,6,0,0,26
OG5_130975,19,35,36,0,0,0,4,0,146,4,7,29,5,1,0,87
OG5_127608,38,79,39,0,5,0,6,0,222,16,8,34,19,2,0,157
OG5_130977,24,40,44,0,4,0,3,0,185,0,11,22,13,2,0,182
OG5_158762,3,9,6,0,2,0,0,28,28,0,3,0,6,0,0,36
OG5_135339,6,20,8,0,1,0,0,0,51,0,5,3,6,0,0,31
OG5_131180,0,0,0,0,0,0,0,79,3,1,0,3,1,0,0,3
OG5_135335,6,22,2,0,0,0,2,0,11,0,1,0,3,0,0,11
OG5_135334,0,1,0,0,0,1,0,114,11,0,0,2,5,0,0,0
OG5_128378,29,72,33,0,1,0,6,0,134,3,6,28,18,2,0,84
OG5_135331,6,3,13,0,2,0,0,85,42,0,1,0,1,0,0,30
OG5_176920,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,1
OG5_176922,0,0,10,0,1,0,0,0,38,0,0,2,0,0,0,90
OG5_133409,9,39,9,0,0,0,0,0,74,1,1,6,2,0,0,9
OG5_133408,5,32,4,0,2,0,0,0,6,0,0,0,6,0,0,10
OG5_133095,0,33,6,0,2,0,0,6,16,0,0,1,0,2,0,19
OG5_133959,6,40,7,0,0,0,3,0,46,0,2,1,2,2,0,36
OG5_139402,8,14,5,0,1,0,0,0,25,0,1,0,2,0,0,23
OG5_133401,16,10,18,0,1,0,3,6,79,13,4,8,15,1,0,119
OG5_133400,8,19,26,0,4,0,0,2,138,14,4,13,2,1,0,81
OG5_133955,20,1,27,0,0,35,0,235,91,1,2,7,19,1,0,6
OG5_133954,10,34,25,0,1,0,0,19,133,2,5,10,1,2,0,38
OG5_133404,8,36,17,0,1,0,2,0,80,0,3,9,10,0,0,80
OG5_133951,8,19,23,0,1,0,0,0,86,12,6,6,3,2,0,6
OG5_133950,10,32,13,0,1,0,1,0,24,2,1,9,4,1,0,31
OG5_139333,10,5,20,0,0,0,1,0,35,13,5,0,8,1,0,39
OG5_139400,12,0,0,0,0,0,3,0,3,0,0,0,16,0,0,15
OG5_139443,4,0,14,0,0,0,2,0,40,2,1,7,0,0,0,12
OG5_139442,2,29,6,0,3,0,1,0,44,1,2,7,1,0,0,88
OG5_139441,0,0,4,0,0,14,1,52,5,0,2,15,0,0,0,6
OG5_139336,0,9,3,0,0,0,0,0,10,1,1,2,0,0,0,7
OG5_139407,0,13,2,0,0,2,0,66,11,0,0,2,1,0,0,22
OG5_141640,20,13,26,0,3,0,0,0,24,0,0,0,8,1,0,7
OG5_128372,28,70,35,0,2,0,3,39,180,12,7,20,17,2,0,115
OG5_130817,7,37,13,0,0,0,2,0,57,0,2,9,10,1,0,115
OG5_130816,4,40,13,0,1,0,1,0,35,0,0,16,0,0,0,11
OG5_130815,2,52,5,0,10,2,0,0,76,2,0,4,0,0,0,67
OG5_128371,32,71,29,0,3,0,3,0,205,13,8,26,18,2,0,70
OG5_130810,13,0,8,0,0,0,0,11,59,1,0,2,0,0,0,17
OG5_128370,20,50,26,0,0,0,6,0,193,20,9,14,14,2,0,136
OG5_131415,9,32,25,0,1,0,0,0,124,15,4,15,4,2,0,8
OG5_130819,18,37,23,0,1,0,5,0,122,0,4,10,15,0,0,157
OG5_130818,18,33,34,0,5,0,1,18,147,2,7,7,8,2,0,142
OG5_145336,0,0,2,0,0,0,0,0,4,13,1,0,1,0,0,2
OG5_144327,1,1,4,0,0,1,0,144,10,1,3,2,11,1,0,12
OG5_158929,1,2,6,0,0,37,0,301,34,1,0,0,0,0,0,22
OG5_158925,4,1,8,0,1,12,1,37,34,0,2,2,1,0,0,47
OG5_158924,0,1,0,0,0,5,0,61,1,0,0,0,1,0,0,0
OG5_158927,0,0,0,0,0,0,0,172,4,1,0,0,1,0,0,1
OG5_158693,17,0,19,0,0,0,0,0,14,0,1,0,5,0,0,5
OG5_158690,0,0,1,0,0,29,0,256,6,0,0,3,0,0,0,6
OG5_179270,0,1,0,0,0,0,0,20,1,0,0,0,0,0,0,0
OG5_133129,1,32,2,0,0,0,2,0,1,1,2,0,8,1,0,8
OG5_147397,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
OG5_130851,33,33,35,0,4,0,3,1,167,1,8,11,17,1,0,142
OG5_126898,26,70,38,0,3,0,3,2,198,19,10,30,18,1,0,154
OG5_126899,13,70,25,0,10,92,3,475,202,0,3,16,18,1,0,174
OG5_150053,0,10,1,0,1,0,0,0,9,0,0,1,0,0,0,0
OG5_150052,1,1,3,0,1,8,0,38,14,0,0,0,0,0,0,1
OG5_150057,11,9,15,0,1,0,1,0,51,0,4,1,7,0,0,58
OG5_130395,25,61,19,0,4,0,0,0,94,1,5,17,12,1,0,107
OG5_126890,52,82,49,0,25,108,6,0,364,20,25,36,19,2,0,221
OG5_150058,6,2,18,0,4,0,0,0,93,1,6,2,2,1,0,33
OG5_126892,15,54,23,0,1,100,4,523,114,4,3,20,18,1,0,98
OG5_126893,35,75,42,0,9,83,3,338,299,13,9,33,19,1,0,202
OG5_126894,28,67,33,0,4,93,3,513,129,0,2,15,19,1,0,112
OG5_126895,31,80,31,0,1,38,6,399,182,16,9,36,19,2,0,140
OG5_126896,45,79,46,0,18,100,6,0,343,19,20,35,19,2,0,215
OG5_126897,33,69,44,0,5,15,3,422,288,14,12,34,16,2,0,190
OG5_131142,11,43,29,0,1,0,1,0,108,2,5,9,12,1,0,82
OG5_131143,16,37,35,0,0,0,6,0,190,13,8,15,10,1,0,173
OG5_131140,16,47,8,0,3,0,0,4,33,0,0,13,14,0,0,48
OG5_131146,11,3,15,0,0,59,0,562,37,0,1,3,5,1,0,1
OG5_150769,0,0,1,0,0,0,0,0,4,11,3,2,0,0,0,9
OG5_131144,1,45,18,0,0,1,1,31,50,11,3,12,0,2,0,44
OG5_131145,0,31,28,0,2,0,0,0,100,11,3,4,0,2,0,114
OG5_130390,1,6,9,0,0,0,0,0,141,3,1,17,1,0,0,16
OG5_131148,8,26,13,0,1,46,1,20,59,1,1,3,12,1,0,6
OG5_130391,5,56,7,0,1,0,0,0,2,2,0,0,0,0,0,5
OG5_129068,21,4,14,0,4,26,0,509,105,1,1,22,18,1,0,13
OG5_129069,29,57,44,0,0,4,2,44,241,13,8,32,18,2,0,149
OG5_130392,9,65,13,0,0,0,3,0,21,1,3,7,3,2,0,74
OG5_137667,2,0,3,0,0,0,0,0,24,13,2,1,2,0,0,5
OG5_158780,0,6,2,0,0,0,0,66,3,0,0,0,0,0,0,0
OG5_129060,28,54,40,0,2,0,3,0,112,1,11,5,19,2,0,123
OG5_129061,7,39,16,0,1,1,1,38,56,0,1,8,10,0,0,138
OG5_129062,26,70,25,0,4,0,6,0,80,1,3,7,18,1,0,121
OG5_130461,25,2,21,0,0,23,0,473,19,0,0,6,13,1,0,6
OG5_129064,0,34,1,0,3,0,0,1,4,0,0,0,2,0,0,1
OG5_129065,4,51,10,0,1,3,0,62,55,6,4,11,11,0,0,13
OG5_129066,28,63,25,0,5,21,3,164,130,0,4,17,18,1,0,68
OG5_129067,27,47,34,0,3,0,3,0,123,13,4,21,15,2,0,153
OG5_135802,6,20,15,0,2,0,1,0,8,0,2,0,11,2,0,87
OG5_145745,0,0,1,0,0,0,0,10,3,13,1,0,0,0,0,0
OG5_178447,6,0,0,0,0,0,0,103,0,1,1,0,1,0,0,4
OG5_135807,9,24,26,0,5,1,6,3,108,2,6,0,2,2,0,178
OG5_138311,20,0,3,0,0,0,0,0,11,0,1,0,11,0,0,2
OG5_178442,8,1,13,0,0,0,0,0,48,0,0,2,2,0,0,2
OG5_150582,9,9,19,0,3,1,0,5,131,3,1,6,0,0,0,71
OG5_138318,2,10,8,0,0,0,0,0,43,11,1,1,0,0,0,45
OG5_138319,4,2,19,0,0,0,3,0,114,8,4,16,8,2,0,67
OG5_145749,18,0,36,0,0,0,0,0,165,0,4,23,3,2,0,28
OG5_145748,4,0,4,0,0,0,0,0,33,11,1,0,1,0,0,35
OG5_131676,14,41,34,0,2,0,0,0,142,7,5,17,5,2,0,31
OG5_134825,23,36,27,0,0,0,1,0,146,2,3,15,11,0,0,123
OG5_131366,2,33,3,0,3,0,4,0,119,0,1,9,0,1,0,136
OG5_131367,5,38,14,0,2,0,2,0,57,1,3,11,1,1,0,124
OG5_131364,28,31,27,0,0,0,3,6,96,14,9,5,17,2,0,54
OG5_131497,11,28,19,0,1,0,2,0,91,1,2,8,9,2,0,90
OG5_131362,21,46,38,0,1,0,3,0,77,0,1,4,15,1,0,103
OG5_131491,21,19,29,0,1,0,3,78,122,1,2,9,17,2,0,107
OG5_131493,23,28,33,0,3,0,1,0,248,2,6,24,14,2,0,152
OG5_156711,0,1,0,0,0,1,0,41,0,0,0,0,1,0,0,0
OG5_136496,0,15,0,0,0,8,0,9,4,0,0,0,0,0,0,2
OG5_131498,24,32,5,0,4,0,0,0,11,0,0,0,14,0,0,5
OG5_134828,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
OG5_130365,13,36,8,0,5,0,0,0,49,0,0,0,9,0,0,13
OG5_130364,23,51,23,0,2,0,1,0,116,1,2,6,19,2,0,32
OG5_130367,31,0,21,0,0,0,0,433,101,0,1,18,19,1,0,15
OG5_130366,0,2,7,0,0,52,0,474,4,0,0,1,1,0,0,3
OG5_137401,0,20,0,0,0,0,0,19,2,0,0,1,1,0,0,0
OG5_130360,18,41,37,0,5,0,0,0,228,18,11,21,5,2,0,29
OG5_130363,0,37,18,0,5,0,0,0,76,0,0,9,0,1,0,34
OG5_130362,5,40,12,0,2,0,3,100,84,4,1,6,3,1,0,78
OG5_138171,0,18,24,0,0,1,0,0,83,4,7,12,0,2,0,2
OG5_138173,0,22,4,0,0,0,0,0,20,0,0,0,1,0,0,24
OG5_130369,3,1,20,0,0,44,0,448,44,1,0,6,15,1,0,1
OG5_130368,9,14,33,0,1,15,2,349,166,2,5,14,13,2,0,81
OG5_178990,3,1,13,0,0,0,0,0,54,1,1,3,2,0,0,16
OG5_130757,3,58,7,0,3,0,3,0,98,0,0,13,0,1,0,34
OG5_141401,7,15,13,0,1,0,0,10,104,0,3,5,5,0,0,144
OG5_129059,34,56,41,0,4,0,3,4,272,17,10,24,15,2,0,180
OG5_143963,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0
OG5_143965,0,0,0,0,0,0,0,0,141,0,0,26,0,0,0,5
OG5_143967,1,1,0,0,1,0,1,0,5,2,1,0,0,0,0,8
OG5_129544,17,70,11,0,2,0,2,0,75,1,3,10,17,1,0,49
OG5_156191,0,0,0,0,0,0,0,43,1,0,0,0,1,0,0,0
OG5_168562,2,0,2,0,0,0,0,8,6,0,0,0,0,0,0,4
OG5_168561,0,3,0,0,0,0,0,28,11,0,1,1,0,0,0,2
OG5_156199,4,1,3,0,0,0,0,3,7,0,0,0,0,0,0,16
OG5_152561,0,1,0,0,0,0,0,49,0,0,0,0,10,0,0,0
OG5_152560,3,8,6,0,0,6,0,52,39,0,0,3,1,1,0,7
OG5_152548,1,1,5,0,0,4,1,42,15,0,0,2,0,0,0,17
OG5_169773,1,11,0,0,0,0,0,27,0,0,0,1,0,0,0,8
OG5_132544,5,31,14,0,0,0,0,0,44,0,1,10,9,2,0,4
OG5_136493,12,0,9,0,0,71,0,21,29,0,0,4,17,0,0,0
OG5_132543,12,32,19,0,0,1,0,5,155,1,4,14,2,2,0,13
OG5_156222,0,2,0,0,0,0,0,76,0,0,0,0,0,0,0,0
OG5_143047,0,1,0,0,0,0,0,0,2,12,0,0,0,0,0,0
OG5_156227,17,0,9,0,0,0,0,0,43,0,0,5,1,0,0,0
OG5_146215,14,0,13,0,0,0,0,31,9,1,0,0,17,0,0,6
OG5_146216,6,4,22,0,0,0,0,0,88,0,0,6,10,1,0,6
OG5_141937,0,0,1,0,0,0,0,0,26,0,1,9,0,0,0,2
OG5_149715,16,0,13,0,0,1,0,1,59,0,0,5,15,1,0,0
OG5_146219,7,4,18,0,2,0,0,12,79,1,4,8,2,0,0,53
OG5_127853,9,49,33,0,4,44,1,191,207,0,0,31,7,2,0,110
OG5_160682,0,1,0,0,0,7,0,113,0,0,0,0,1,0,0,0
OG5_127851,4,0,8,0,0,0,2,0,11,0,0,1,1,0,0,9
OG5_160680,0,1,0,0,0,0,0,112,1,0,1,0,1,0,0,0
OG5_160687,0,0,0,0,0,0,0,43,0,0,0,0,1,0,0,0
OG5_127856,33,79,38,0,4,0,6,0,185,17,13,32,19,2,0,166
OG5_127855,34,79,44,0,5,41,6,0,274,20,11,35,19,2,0,183
OG5_127854,29,75,42,0,10,0,6,0,211,18,7,34,19,2,0,132
OG5_152695,1,1,2,0,0,0,0,0,26,0,2,0,0,0,0,4
OG5_127859,30,54,38,0,3,0,3,0,170,14,11,26,9,2,0,172
OG5_160688,0,0,0,0,0,6,0,183,0,0,0,0,1,0,0,0
OG5_152691,3,6,8,0,3,5,1,55,139,2,5,7,1,0,0,147
OG5_164687,11,0,24,0,0,0,0,56,48,0,0,4,11,1,0,1
OG5_136208,3,20,14,0,0,0,0,0,11,0,1,0,8,1,0,29
OG5_136209,11,6,3,0,3,0,0,72,23,0,1,3,1,0,0,7
OG5_136758,0,2,3,0,0,0,3,49,11,12,1,0,0,0,0,8
OG5_135708,11,30,5,0,3,0,2,0,13,0,3,0,2,0,0,33
OG5_136200,3,33,9,0,0,0,2,0,20,1,4,0,0,1,0,29
OG5_133892,3,35,5,0,1,0,0,0,6,0,0,0,2,0,0,5
OG5_136202,0,10,1,0,2,0,3,53,14,1,5,2,0,0,0,12
OG5_136203,22,0,24,0,1,0,0,127,58,0,2,5,9,1,0,5
OG5_136204,3,14,8,0,5,0,3,0,46,0,0,0,5,0,0,84
OG5_136205,17,2,26,0,0,11,0,170,72,0,1,8,18,1,0,0
OG5_136754,1,9,4,0,1,2,0,170,8,1,2,0,5,0,0,8
OG5_133893,7,16,9,0,2,0,2,1,39,2,2,0,11,0,0,43
OG5_163482,0,0,0,0,0,0,0,34,0,0,0,0,2,0,0,0
OG5_133891,8,2,0,0,0,26,2,403,0,0,0,0,7,1,0,4
OG5_176100,0,3,0,0,0,1,0,19,0,0,0,0,0,0,0,0
OG5_139942,13,18,16,0,0,0,0,0,45,0,1,3,3,1,0,11
OG5_139943,3,5,0,0,0,0,0,0,17,0,0,0,10,0,0,2
OG5_139940,13,11,20,0,0,0,0,0,40,0,0,6,11,0,0,19
OG5_139944,0,5,1,0,1,0,0,0,14,12,0,1,1,0,0,8
OG5_143085,6,0,2,0,0,0,0,0,6,0,0,0,8,0,0,0
OG5_147382,9,0,1,0,0,0,0,0,5,10,0,0,1,0,0,5
OG5_139626,0,19,9,0,1,0,0,0,50,2,3,0,0,0,0,5
OG5_138562,0,1,0,0,0,20,0,290,0,0,0,0,1,0,0,0
OG5_170850,0,1,2,0,0,5,0,3,3,1,0,1,2,0,0,8
OG5_150359,26,0,2,0,0,0,0,0,14,0,0,0,15,0,0,2
OG5_149954,0,9,0,0,0,0,0,0,1,0,0,0,1,0,0,2
OG5_149952,2,9,16,0,1,7,0,3,63,0,0,0,0,1,0,62
OG5_149953,2,2,4,0,0,0,0,1,47,0,1,10,0,0,0,52
OG5_149950,2,10,0,0,0,0,0,0,5,0,0,0,9,0,0,10
OG5_155751,1,10,6,0,2,0,0,55,35,0,1,1,1,0,0,24
OG5_147095,6,2,16,0,1,0,1,2,72,2,6,1,0,0,0,131
OG5_155753,28,6,38,0,4,0,2,13,154,3,8,12,9,2,0,130
OG5_140266,2,8,14,0,2,0,0,54,43,0,0,2,1,1,0,9
OG5_133202,0,30,6,0,3,0,3,0,64,0,0,11,0,1,0,134
OG5_147096,0,1,0,0,0,0,0,0,1,0,0,9,0,0,0,0
OG5_140469,15,0,25,0,0,0,0,14,77,0,1,4,17,1,0,0
OG5_140468,31,0,28,0,0,0,0,103,57,0,0,9,14,1,0,1
OG5_140465,0,0,7,0,0,0,0,21,0,0,0,4,0,0,0,0
OG5_140464,3,0,1,0,0,0,0,0,2,0,1,0,9,0,0,5
OG5_140467,1,2,2,0,0,0,0,2,4,0,0,1,10,0,0,6
OG5_145106,4,2,6,0,1,0,0,0,88,12,3,6,0,0,0,111
OG5_140460,3,0,2,0,0,0,0,0,6,0,0,0,8,0,0,13
OG5_140463,35,0,35,0,0,0,0,0,158,0,0,14,16,1,0,15
OG5_140462,22,1,11,0,0,0,0,62,69,0,1,4,16,1,0,2
OG5_149839,13,0,11,0,0,0,3,0,18,1,1,1,12,0,0,77
OG5_149838,7,22,7,0,3,0,0,0,105,0,0,2,6,0,0,10
OG5_129393,6,69,10,0,0,0,3,0,14,1,3,6,9,2,0,23
OG5_144515,0,5,0,0,0,0,0,1,0,0,0,0,1,0,0,5
OG5_149834,0,9,0,0,0,0,0,26,0,0,0,1,1,0,0,2
OG5_144516,0,11,1,0,0,0,0,0,1,0,0,0,3,0,0,9
OG5_144511,1,4,2,0,1,0,0,0,25,13,2,1,0,0,0,5
OG5_144510,3,0,3,0,0,0,0,1,11,12,4,0,0,0,0,8
OG5_149833,33,10,44,0,4,1,1,30,200,1,10,11,4,0,0,172
OG5_130758,1,6,1,0,0,3,0,454,13,1,0,0,3,0,0,5
OG5_128928,22,68,39,0,5,0,3,0,217,1,3,20,18,2,0,151
OG5_128929,17,61,36,0,4,0,3,1,232,15,7,19,3,1,0,198
OG5_128926,31,40,41,0,6,0,2,0,237,8,6,29,17,2,0,196
OG5_128927,39,58,40,0,6,0,5,0,246,3,10,23,17,2,0,183
OG5_131966,2,18,0,0,0,8,0,51,18,2,0,0,3,0,0,3
OG5_128925,24,65,34,0,1,0,2,0,142,1,5,23,16,2,0,169
OG5_171450,0,1,0,0,0,0,0,50,0,0,0,0,1,0,0,0
OG5_142772,2,0,9,0,0,5,2,259,40,0,0,0,1,0,0,77
OG5_131962,12,37,17,0,2,0,3,0,12,1,4,1,9,1,0,41
OG5_131963,3,2,6,0,0,107,3,238,55,0,0,2,2,0,0,61
OG5_127479,33,70,41,0,1,80,5,113,224,19,13,28,15,1,0,65
OG5_127478,30,69,38,0,3,0,3,555,241,1,6,32,19,2,0,144
OG5_127475,18,36,28,0,9,0,2,17,166,2,5,14,12,1,0,178
OG5_127474,39,74,45,0,10,0,6,0,298,15,14,37,19,2,0,195
OG5_127477,15,57,26,0,1,0,2,143,168,0,2,16,16,1,0,26
OG5_127476,32,80,34,0,6,106,6,44,235,18,11,35,17,2,0,165
OG5_127471,35,78,43,0,7,28,6,198,241,20,11,37,19,2,0,176
OG5_127470,18,64,37,0,7,0,6,70,180,5,9,14,11,2,0,196
OG5_127473,25,75,34,0,10,0,0,0,320,3,6,34,17,1,0,117
OG5_127472,32,79,40,0,5,110,6,0,243,20,11,37,19,2,0,159
OG5_166829,12,0,15,0,0,0,0,95,67,0,0,4,4,0,0,0
OG5_140684,0,15,2,0,0,0,0,0,9,0,1,1,0,0,0,3
OG5_166824,10,0,29,0,0,0,0,3,79,0,2,4,1,1,0,25
OG5_141021,7,0,14,0,0,0,0,0,4,0,0,2,13,1,0,0
OG5_132439,1,0,2,0,0,88,0,190,0,1,0,0,1,0,0,2
OG5_132438,0,3,0,0,0,0,0,242,2,0,0,0,2,0,0,1
OG5_139710,0,19,2,0,0,0,0,1,2,0,0,0,0,0,0,12
OG5_168821,5,1,8,0,0,10,0,150,50,0,1,0,3,0,0,66
OG5_168820,0,0,0,0,0,0,0,31,3,0,1,0,1,0,0,0
OG5_132433,3,46,11,0,6,0,3,0,107,2,5,5,0,1,0,197
OG5_132432,11,29,18,0,1,0,3,0,60,1,2,7,14,2,0,66
OG5_132431,15,29,33,0,2,0,0,0,154,7,8,17,5,1,0,9
OG5_132430,19,35,23,0,4,0,2,0,91,1,4,6,14,1,0,47
OG5_132437,10,3,18,0,0,1,0,255,60,0,0,7,2,1,0,10
OG5_132436,0,3,0,0,0,3,0,453,0,0,0,0,1,1,0,0
OG5_168829,0,0,0,0,0,53,2,0,3,0,0,0,0,0,0,1
