,ee_bb,am_ib,ba_aq,ba_ar,am_ar,ba_fu,ex_fb,ba_is,am_is,ee_ib,ba_el,ex_ob,ba_ac,ba_ad,am_ab,ex_ox,am_my,am_mb,za_ba,ba_me,op_me,sr_st,ee_ce,ba_di,ba_cy,sr_ap,op_is,ee_cb,ex_ja,ex_jb,za_al,ba_df,ba_de,am_uk,ex_fo,za_as,op_ib,sr_rh,sr_ab,ee_cr,op_mb,am_ub,pl_gl,sr_rb,ba_pl,ee_hb,ex_eb,ee_ha,ba_pg,za_eu,ba_pd,za_ep,ba_pb,ba_pa,ex_eu,ba_ca,za_eh,ba_le,ee_br,za_ea,za_eb,za_ec,ba_cr,ba_cp,ex_is,ba_cv,ee_ub,ba_ts,ba_ge,ee_uk,ex_ma,ex_mb,ex_ib,ba_th,sr_di,ba_ch,ba_cn,ex_pb,ba_te,am_va,za_em,am_vb,ba_cd,sr_db,ba_fe,ba_sp,pl_gb,ex_pa,op_cb,ba_sy,op_ch,ee_ab,za_ey,ba_fn,am_db,sr_ch,sr_ci,ee_is,za_th,sr_cb,ba_fc,za_et,ba_ba,ex_he,ee_ap,ex_hb,pl_gr,ba_bi,ba_ft,ba_fb,am_di,sr_pe,ba_nt,am_tb,za_cr,op_fu,am_th,ba_bc,am_tu,op_nu,pl_rh,sr_pb,sr_sb,sr_ci_s,ba_ni,op_fb,pl_rb,op_ic,
OG5_138612,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,2,0,0,3,3,0,0,1,2,0,0,2,0,0,0,0,0,0,0,0,13,0,2,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,0,0,0,1,0,0,0,4,0,4,0,0,0,0,0,0,0,2,0,12,0,0,0,7,0,0,7,0,10,1,0,32,0,3,0,0,1,0,0,1,1,
OG5_138619,0,1,0,0,0,0,0,0,0,0,0,0,22,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,8,3,0,0,0,6,0,4,0,7,17,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,26,0,0,10,0,0,0,0,0,0,0,1,0,0,16,0,1,0,0,0,0,0,0,5,0,0,0,0,0,
OG5_147044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,29,0,0,0,0,
OG5_147043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1,1,0,2,0,0,0,0,1,0,0,0,0,
OG5_137304,0,1,0,0,1,0,0,0,6,0,0,0,0,0,0,1,4,0,0,0,14,43,1,0,0,1,0,2,2,0,0,0,0,0,0,1,0,23,2,7,2,0,2,0,0,0,0,9,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,15,3,0,5,0,0,0,0,2,0,6,0,0,0,4,0,0,7,0,1,0,0,73,0,1,0,1,13,0,0,0,2,
OG5_138076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
OG5_152349,0,0,0,0,0,0,0,0,2,0,0,0,7,2,0,0,5,0,0,0,6,27,2,0,3,1,0,1,3,0,0,0,0,0,0,0,0,27,0,3,1,0,4,7,1,0,0,6,1,0,5,0,5,2,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,14,3,0,0,0,1,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,5,0,0,16,2,0,1,0,2,0,7,0,0,1,12,0,0,10,0,0,0,0,23,0,4,0,1,3,0,0,0,1,
OG5_144153,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,14,1,0,16,3,0,0,0,0,0,0,0,1,0,0,0,17,0,2,0,0,2,3,0,0,1,11,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,14,0,0,0,1,0,0,3,0,9,0,0,33,0,5,0,2,3,0,0,0,0,
OG5_134434,0,1,0,0,0,0,0,0,0,1,0,0,2,4,0,0,1,1,0,0,9,8,0,0,57,0,0,5,0,0,0,0,0,0,0,2,0,3,0,12,6,0,0,3,1,1,1,9,0,1,2,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18,3,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,4,0,4,1,0,7,0,0,1,0,0,1,7,0,0,0,2,0,0,7,0,1,0,3,18,0,2,0,2,7,1,0,0,0,
OG5_168718,1,0,2,1,0,0,0,0,0,0,0,0,0,13,1,0,0,1,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,10,0,0,0,20,0,16,0,15,14,0,0,0,1,0,0,0,0,2,0,0,16,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,5,0,1,0,0,1,0,1,0,0,34,4,0,8,0,0,0,0,0,1,1,0,0,0,30,0,0,0,4,0,0,0,0,2,0,2,0,0,0,
OG5_182089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
OG5_156323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
OG5_168783,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,2,0,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
OG5_168712,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,75,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,5,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
OG5_168715,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,
OG5_132042,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,10,0,0,0,0,62,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,14,0,15,0,0,5,0,0,0,0,13,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8,1,0,0,0,0,0,0,2,0,33,0,0,0,9,2,0,0,0,12,0,0,72,0,13,0,0,3,0,0,0,3,
OG5_168716,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,7,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,8,0,1,0,4,5,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,5,1,0,0,0,0,0,0,0,9,0,4,0,0,0,1,0,1,0,0,3,0,0,0,0,19,3,0,1,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,2,0,1,0,0,0,
OG5_138758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
OG5_135789,0,0,0,0,2,0,0,0,2,0,0,1,3,0,0,1,8,7,0,0,5,5,2,0,0,1,0,4,1,0,0,0,0,0,0,0,0,23,1,2,1,1,0,29,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,14,0,0,2,1,0,0,1,1,0,0,3,0,9,0,0,8,0,0,1,1,1,0,3,0,0,0,6,0,0,139,0,5,0,0,28,0,0,0,7,2,0,0,0,0,
OG5_138205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
OG5_159916,0,1,0,0,3,4,0,0,2,0,0,0,10,2,0,0,3,0,0,0,3,10,0,1,6,1,0,2,2,0,0,0,3,1,0,1,0,17,0,0,0,0,0,6,1,1,0,0,4,0,3,0,2,8,1,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,18,11,0,0,0,0,0,0,0,2,1,2,1,0,0,0,0,0,0,0,1,0,7,1,0,15,2,0,2,0,0,0,10,0,1,3,3,0,0,19,0,2,0,0,74,0,2,0,5,1,1,0,0,0,
OG5_172407,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6,0,0,0,0,1,1,0,0,0,
OG5_139882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
OG5_169308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,
OG5_139726,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,4,1,0,0,6,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,25,0,0,0,0,2,0,0,0,0,
OG5_160810,0,2,0,0,0,0,0,0,2,0,0,0,6,0,1,1,5,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,1,0,0,0,0,2,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,1,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,1,0,20,1,0,25,0,0,0,0,0,0,0,0,0,2,4,0,0,1,0,1,0,0,3,0,0,0,5,25,0,0,0,1,
OG5_139725,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,8,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,26,0,8,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,1,0,6,0,0,0,10,0,0,1,0,1,1,0,64,0,0,0,2,0,0,0,0,3,
OG5_136079,1,2,11,1,1,2,0,0,0,0,0,0,7,3,1,0,0,0,2,0,0,0,0,0,81,0,0,0,0,0,1,0,5,0,0,4,0,0,0,0,0,0,0,9,5,0,0,0,5,2,11,0,1,2,0,0,24,0,0,2,0,2,0,0,0,3,0,3,3,0,0,0,0,8,0,17,0,0,0,0,9,0,0,1,0,3,2,0,0,3,0,1,1,0,2,0,0,0,0,16,0,3,21,0,0,0,0,0,0,3,0,0,1,13,19,0,0,17,0,0,0,0,2,1,3,0,0,0,
OG5_136078,0,4,4,0,3,0,0,0,1,0,0,0,3,0,2,0,4,7,0,0,1,19,1,0,5,0,0,0,0,1,0,1,3,1,0,0,1,13,0,7,0,0,0,33,0,0,2,1,2,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,3,4,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,1,0,0,13,1,27,3,0,13,0,0,0,0,1,0,1,0,0,0,4,0,0,33,0,3,0,0,95,0,0,0,14,44,0,1,0,2,
OG5_136077,0,0,0,0,0,0,0,0,0,0,0,0,22,2,1,0,0,0,0,0,2,15,0,0,76,1,0,0,0,0,0,0,1,0,0,0,0,9,0,0,3,0,3,13,8,0,1,8,3,0,8,0,4,31,0,0,7,1,1,0,0,0,0,0,0,7,1,0,3,0,0,0,0,0,14,6,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,1,0,0,1,0,3,0,0,30,0,0,0,0,0,0,28,2,1,0,0,0,0,21,0,0,0,17,4,0,9,0,2,3,0,0,1,0,
OG5_136076,0,1,7,1,0,7,0,0,0,0,2,1,20,13,1,0,0,1,0,0,0,21,0,2,7,0,0,1,0,0,0,3,8,0,0,0,0,0,1,0,1,1,0,13,7,0,1,0,4,0,18,0,8,16,0,7,0,2,0,0,0,0,1,1,0,17,1,3,0,0,0,0,0,10,1,17,0,0,1,0,0,0,0,0,1,14,0,0,0,10,0,2,0,1,4,0,0,0,0,44,14,0,26,0,0,0,0,2,1,8,0,0,1,41,0,0,0,18,0,0,0,0,11,0,2,0,0,0,
OG5_136075,1,4,5,0,0,2,0,0,0,0,3,1,1,6,2,0,0,1,0,0,0,1,0,1,52,0,0,2,0,1,0,3,8,0,0,1,0,4,1,2,1,1,0,19,0,2,1,0,25,0,30,0,13,26,0,5,0,0,0,0,0,0,2,2,0,0,1,1,3,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,10,7,0,0,1,0,2,0,0,4,0,0,0,0,53,9,0,16,0,0,0,0,1,2,2,1,0,1,35,0,0,0,15,0,0,0,0,5,0,1,0,1,0,
OG5_136074,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,1,6,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,1,0,46,0,2,0,0,2,0,0,0,1,0,0,0,0,2,
OG5_173315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,9,0,0,0,0,
OG5_176791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
OG5_176797,1,0,0,0,0,1,0,0,0,0,0,0,9,2,2,1,1,0,0,0,1,10,0,0,29,1,0,0,0,0,0,1,5,0,0,0,0,10,0,0,0,0,2,9,1,1,0,2,8,0,4,0,12,18,2,0,4,0,0,0,0,0,0,0,0,3,0,0,3,0,0,1,0,0,0,9,0,0,1,1,0,0,0,4,1,1,3,0,0,1,0,0,0,0,2,0,6,2,2,28,4,0,2,0,0,0,9,0,0,4,2,0,0,19,2,0,0,0,9,0,2,0,6,4,0,0,0,0,
OG5_133647,0,2,0,0,2,0,0,0,3,1,0,0,0,0,0,0,3,2,0,0,12,30,4,0,0,4,0,2,0,0,0,0,0,1,0,0,0,17,0,9,0,0,1,5,0,3,0,2,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,20,0,0,0,0,0,0,0,0,5,0,0,2,0,0,0,0,0,0,0,4,0,2,3,0,0,0,0,0,2,2,0,7,0,0,0,7,0,0,15,0,2,1,0,34,0,2,0,2,8,0,0,0,3,
OG5_133646,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,1,0,0,0,0,9,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,13,0,2,2,0,0,7,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,0,0,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,6,0,31,0,0,40,0,0,1,2,0,1,8,0,0,0,1,1,0,4,0,0,0,0,5,0,0,0,3,36,0,0,0,1,
OG5_144711,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,1,3,0,0,0,2,3,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,21,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,46,2,0,2,0,0,0,1,1,1,0,0,0,0,4,0,0,5,0,1,0,0,54,0,1,0,0,4,0,0,0,0,
OG5_133132,2,7,0,0,0,2,0,0,1,1,0,1,12,4,4,0,2,9,0,0,0,40,3,0,82,0,0,4,1,1,0,1,0,1,1,1,0,49,0,11,1,1,1,26,11,0,0,10,17,0,18,0,14,12,5,7,5,1,0,0,0,0,1,0,0,8,1,0,0,0,0,1,0,0,23,1,1,0,0,0,4,1,1,1,0,2,4,1,0,0,0,2,0,0,8,1,13,2,1,59,0,0,16,1,4,0,13,2,0,4,13,0,0,56,0,6,0,1,122,0,7,0,7,7,1,1,1,1,
OG5_133135,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,2,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,2,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,1,0,13,0,0,0,0,19,0,1,0,0,
OG5_144716,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,7,0,0,0,11,28,1,0,0,5,0,0,1,0,0,0,0,1,1,0,0,40,0,10,0,0,4,0,0,0,0,8,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,4,0,0,0,0,0,1,4,0,13,0,0,0,1,1,0,0,0,0,0,0,17,0,2,0,0,41,0,0,0,0,
OG5_133137,1,0,0,0,0,1,0,0,0,0,2,1,0,0,2,0,1,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,4,0,0,0,2,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,10,1,0,1,0,0,0,0,0,0,7,0,0,0,3,0,3,0,2,0,0,0,0,0,0,0,0,0,0,
OG5_133136,1,3,0,0,1,0,0,0,7,0,0,0,2,1,3,0,12,2,0,0,2,40,3,0,35,1,0,3,1,2,0,0,0,1,0,0,1,40,1,15,0,1,4,28,1,1,0,9,11,0,11,0,12,14,5,0,0,0,1,0,0,0,0,0,0,5,0,2,0,0,1,0,0,1,24,0,0,0,0,1,0,0,0,3,0,2,8,0,0,0,1,0,0,0,6,1,14,1,0,29,4,0,6,2,2,0,5,0,0,2,21,0,0,19,0,11,1,0,51,0,0,0,5,4,0,0,0,2,
OG5_133139,0,0,0,0,1,0,0,0,3,0,0,1,0,0,0,0,7,0,0,0,10,34,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,9,0,0,4,0,0,0,0,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,28,0,0,0,8,0,0,0,0,3,1,0,13,0,0,0,2,0,0,0,0,1,
OG5_133138,1,1,0,1,0,0,0,0,9,1,0,0,19,9,0,0,7,7,0,0,0,59,1,0,1,0,0,4,0,1,0,0,7,1,0,0,0,10,0,1,1,1,1,16,7,1,0,0,8,0,5,0,13,22,0,0,1,0,1,0,0,0,0,0,0,5,0,0,3,0,1,1,0,0,3,3,0,0,0,0,0,0,0,12,0,1,2,0,1,0,0,2,0,0,5,0,8,0,0,38,0,0,8,1,1,0,0,0,0,2,8,0,0,33,0,6,1,0,13,0,1,0,19,7,1,1,1,1,
OG5_155671,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
OG5_133649,0,0,0,0,1,0,0,0,5,0,0,0,0,0,1,0,7,0,0,0,13,8,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,4,0,1,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,2,0,0,0,0,0,0,8,0,0,0,7,0,0,0,0,5,1,0,27,0,0,0,0,0,0,0,0,2,
OG5_142386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,3,0,0,0,0,0,0,0,0,0,
OG5_142383,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,18,0,0,0,2,0,0,0,0,0,1,0,5,0,1,0,0,3,0,0,0,0,
