,ba,ee_ab,ee_bb,am_db,ee_cb,ex_jb,sr_cb,za,ex_mb,sr_db,ex_ob,op_ib,ex_hb,sr_ab,sr_pb,op_mb,ee_ib,sr_sb,am_ab,ex_fb,ee_hb,am_tb,ee_ub,am_vb,am_ib,ex_ib,am_ub,ex_pb,am_mb,op_cb,ex_eb,sr_rb,op_fb,pl_rb,pl_gb
OG5_131259,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025
OG5_130654,291,0.6,0,0.166666667,0.111111111,0,0.165853659,14,0,0,1,0,0,0,0,0.090909091,0,0.023809524,0.5,0,0,0.116129032,0,0,0.076923077,0,0,0,0.0625,0,0,0.142857143,0,0,0.05
OG5_137382,107,0.6,0,0.1,0,0.142857143,0.131707317,0,0,0.025,0,0,0,0,0,0,0,0.047619048,0.166666667,0,0,0.090322581,1,0,0.153846154,0,0,0,0,0,0,0.157142857,0,0,0.075
OG5_137383,37,0,0,0.1,0.055555556,0,0.014634146,0,0,0,0,0,0,0,0,0,0,0.011904762,0.166666667,0,0,0.051612903,0,0,0.076923077,0,0,0,0,0,0,0.057142857,0,0.055555556,0.05
OG5_137380,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014285714,0,0,0
OG5_137386,61,0.2,0,0,0,0,0.156097561,71,0,0,0,0,0,0,0,0,0,0.011904762,0.166666667,0,0,0.064516129,0,0,0,0,1,0,0,0,0,0.057142857,0,0,0
OG5_154992,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OG5_137388,17,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.035714286,0,0,0,0.012903226,0,0,0,0,0,0,0,0,0,0.014285714,0,0,0.05
OG5_130656,0,0,0,0,0.055555556,0,0,0,0,0,0,0,0,0,0,0,0.2,0.035714286,0,0,0,0.006451613,0,0,0,0,0,0,0,0,0,0.014285714,0,0,0.05
OG5_130659,0,0,0,0,0,0,0.009756098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OG5_131253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006451613,0,0,0,0,0,0,0,0,0,0,0,0,0
OG5_131250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012903226,0,0,0,0,0,0,0,0,0,0,0,0,0
OG5_129968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025
OG5_143266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006451613,0,0,0,0,0,0,0,0,0,0,0,0,0
OG5_143267,13,0.6,0,0.033333333,0.055555556,0,0.131707317,0,0,0,0,0,0,0,0,0,0.2,0.023809524,0.5,0,0,0.122580645,1,0,0.153846154,0,0,0,0.1875,0,0,0.142857143,0,0,0
OG5_143264,71,0,0,0.066666667,0,0,0.082926829,1,0,0.025,0,0,0,0,0,0.045454545,0,0.047619048,0.166666667,0,0.125,0.070967742,0,0,0.076923077,0,0,0,0,0,0,0.128571429,0,0,0.025
OG5_131703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0.076923077,0,0,0,0,0,0,0,0,0,0
OG5_143262,80,0,0,0.033333333,0,0,0.209756098,0,0,0,0,0,0,0,0,0,0,0.023809524,0.166666667,0,0,0.232258065,1,0,0,0,1,0,0.0625,0,0,0.157142857,0,0,0
OG5_143260,6,0.2,0,0.266666667,0.333333333,0,0.019512195,0,0,0.275,0,0,0,0,0,0,0.6,0.107142857,0.333333333,0,0,0.348387097,0,1,0.230769231,0,1,0,0,0,0,0.185714286,0,0.166666667,0.075
OG5_131704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014285714,0,0,0
OG5_156367,42,0,0,0,0.166666667,0,0.141463415,1,0,0.05,0,0,0,0,0,0,0,0.035714286,0.166666667,0,0,0.161290323,0,0,0.153846154,0,0,0,0.1875,0,0,0.042857143,0,0,0.025
OG5_143269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006451613,0,0,0,0,0,0,0,0,0,0,0,0,0
OG5_131254,0,0,0,0,0,0,0.009756098,0,0,0,0,0,0,0,0,0,0,0.011904762,0,0,0,0.006451613,0,0,0,0,0,0,0,0,0,0,0,0,0
OG5_134551,17,0.2,0,0.166666667,0.055555556,0,0.087804878,1,0,0.075,0,0,0.25,0,0,0,0.2,0.166666667,0.166666667,0,0.1875,0.122580645,0,0,0.153846154,0,0,0,0.125,0,0,0.114285714,0,0.166666667,0.325
OG5_155308,55,0.4,0,0.1,0.388888889,0,0.117073171,0,0,0.45,0,0,0,0,0,0,0,0.119047619,0,0,0.1875,0.348387097,0,0,0,0,0,0,0,0,0,0.214285714,0,0.055555556,0.125
OG5_165018,13,0.2,0,0,0,0.142857143,0.068292683,0,0,0,0,0,0,0,0,0.045454545,0,0.035714286,0.166666667,0,0,0.058064516,0,0,0.076923077,0,0,0,0,0,0,0.114285714,0,0,0
OG5_143129,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028571429,0,0,0.475
OG5_143125,0,0.2,0,0.033333333,0.111111111,0.142857143,0.004878049,0,0,0,0,0,0,0,0,0,0,0.095238095,0,0,0,0.303225806,0,0,0.076923077,0,0,0,0.1875,0,0,0.042857143,0,0,0.075
OG5_136380,251,0.4,0,0.066666667,0,0,0.156097561,15,0,0,0,0,0,0.5,0,0.045454545,0.2,0.023809524,0.166666667,0,0.0625,0.135483871,0,0,0,0,1,0,0,0,0,0.157142857,0,0,0.025
OG5_143127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045454545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OG5_143126,14,0.4,0.333333333,0.5,0.444444444,0.142857143,0.014634146,0,0,0.45,0,0,0.25,0,0,0,0.4,0.214285714,0.5,0,0.125,0.193548387,0,1,0.538461538,0,1,1,0.1875,1,0,0.1,0,0.055555556,0.125
OG5_164864,47,0.2,0,0.033333333,0.055555556,0,0.053658537,3,0,0,0,0,0,0,0,0,0,0.023809524,0,0,0,0.051612903,0,0,0.076923077,0,0,0,0.0625,0,0,0.057142857,0,0,0
OG5_163503,8,0,0,0,0,0,0.019512195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006451613,0,0,0,0,0,0,0,0,0,0,0,0,0
OG5_156423,28,0,0,0.033333333,0,0,0.097560976,0,0,0,0,0,0,0,0,0,0,0.023809524,0,0,0,0.051612903,0,0,0,0,0,0,0,0,0,0.085714286,0,0,0.025
OG5_127552,305,0.2,0,0.033333333,0.111111111,0.142857143,0.087804878,75,0.333333333,0.175,0,0,0,0,0,0,0,0.05952381,0.333333333,0,0,0.116129032,0,0,0.153846154,0,0,0,0.0625,0,0,0.171428571,0,0.055555556,0.075
OG5_127553,41,0.2,0,0.033333333,0.111111111,0,0.034146341,47,0,0.05,0,0,0,0,0,0.045454545,0,0.035714286,0.166666667,0,0.0625,0.04516129,0,0,0,0,0,0,0,1,0,0.028571429,0,0.055555556,0.075
OG5_127002,489,0.6,0,0.3,0.166666667,0,0.370731707,2,0.333333333,0.075,1,0,0,0,0,0.045454545,0.2,0.107142857,0.666666667,0,0.125,0.367741935,1,0,0.307692308,0,0,0,0.1875,0,0,0.314285714,0,0,0.275
OG5_127003,85,0.2,0,0.133333333,0.055555556,0.285714286,0.092682927,19,0.333333333,0.575,1,0,0,0,0,0,0,0.095238095,0.666666667,0,0,0.122580645,1,0,0.384615385,0,0,0,0.5625,0,0.2,0.128571429,0,0.055555556,0.025
OG5_127004,307,0.6,0,0.366666667,0.444444444,0.428571429,0.419512195,52,0,0.65,0,0,0.25,0.5,0,0.272727273,0.2,0.416666667,0.5,0,0.5,0.748387097,1,0,0.153846154,0,1,0,0.375,1,0.4,0.6,0,0.333333333,0.375
OG5_135342,0,0,0,0.033333333,0,0,0,0,0,0.1,1,0,0,0,0,0.045454545,0,0.011904762,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0
OG5_127006,455,0.6,0.666666667,0.333333333,0.388888889,0,0.585365854,89,0.333333333,0.65,1,0,0.25,0.5,0.5,0,0.2,0.142857143,0.5,0,0.0625,0.709677419,1,0,0.384615385,1,1,1,0.25,0,0.4,0.628571429,0,0,0.25
OG5_127555,49,0,0,0.033333333,0,0,0.058536585,0,0,0,0,0,0,0,0,0,0,0.011904762,0,0.5,0,0.025806452,0,0,0,0,0,0,0,0,0,0.1,0,0,0
OG5_127008,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0.011904762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OG5_127559,18,0,0,0.033333333,0,0,0.019512195,1,0,0.025,0,0,0,0,0,0,0.6,0.011904762,0,0,0,0.025806452,0,0,0,0,0,0,0,0,0,0,0,0,0.025
OG5_170974,13,0,0,0.066666667,0.055555556,0,0.029268293,0,0,0,0,0,0,0,0,0,0,0.023809524,0.166666667,0,0.125,0.04516129,1,0,0,0,0,0,0,0,0,0.042857143,0,0,0
OG5_170975,42,0.2,0.333333333,0,0.055555556,0,0.014634146,6,0,0,0,0,0,0,0,0,0,0.035714286,0,0,0,0.032258065,0,0,0.153846154,0,0,0,0,0,0,0.057142857,0,0,0.075
OG5_136030,1,0,0,0,0.055555556,0,0.009756098,0,0,0.35,0,0,0,0,0,0,0,0.035714286,0,0,0,0.006451613,0,0,0.076923077,0,0,0,0,0,0,0,0,0,0
OG5_130077,17,0.4,0,0.133333333,0,0,0.07804878,0,0,0.05,0,0,0,0,0,0,0,0.035714286,0,0,0,0.012903226,0,0,0.153846154,0,0,0,0.125,0,0,0.057142857,0,0,0.075
OG5_159018,65,0,0,0,0,0,0.009756098,2,0,0,0,0,0,0,0,0,0,0,0.166666667,0,0,0.006451613,0,0,0,0,0,0,0,0,0,0.028571429,0,0,0
OG5_156774,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OG5_159015,22,0,0,0,0,0,0.004878049,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019354839,0,0,0,0,0,0,0,0,0,0.028571429,0,0,0
OG5_156772,18,0.2,0,0.033333333,0.111111111,0,0.019512195,9,0,0.2,0,0,0,0.5,0,0,0,0.047619048,0,0,0,0.077419355,0,1,0,0,0,0,0,0,0,0.071428571,0,0,0.1
OG5_156773,12,0.2,0,0,0,0,0.009756098,0,0,0,0,0,0,0,0,0.045454545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028571429,0,0,0
OG5_159010,19,0.2,0,0,0,0,0.024390244,3,0,0,0,0,0,0,0,0,0,0.047619048,0,0,0,0.012903226,0,0,0,0,0,0,0,0,0,0.028571429,0,0,0
OG5_159011,57,0.2,0,0.033333333,0.111111111,0.142857143,0.214634146,0,0,0,1,0,0,0,0,0,0,0.083333333,0.166666667,0,0,0.2,0,0,0,0,1,0,0,0,0,0.157142857,0,0,0.05
OG5_133609,0,0,0,0.066666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OG5_133608,43,0,0,0.233333333,0.222222222,0,0.112195122,1,0.333333333,0.15,0,0,0.25,0,0,0,0.2,0.035714286,0.333333333,0,0,0.329032258,0,1,0.307692308,0,1,0,0.25,0,0.2,0.371428571,0,0,0
OG5_166105,29,0.2,0,0.2,0.111111111,0,0.043902439,2,0,0.275,0,0,0,0,0,0,0,0.071428571,0,0,0.1875,0.103225806,0,0,0.076923077,0,0,0,0.0625,0,0,0.128571429,0,0.111111111,0
OG5_132049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014285714,0,0,0.05
OG5_172660,59,0.4,0,0.2,0.277777778,0,0.151219512,0,0,0,0,0,0,0,0,0,0,0.083333333,0.333333333,0,0,0.219354839,1,0,0.307692308,0,1,0,0.0625,0,0.4,0.128571429,0,0.055555556,0.05
OG5_128383,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OG5_171184,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011904762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OG5_135604,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OG5_131964,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OG5_134055,0,0,0,0,0,0,0.009756098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OG5_138667,9,0,0,0,0,0,0.024390244,0,0,0.125,0,0,0,0,0,0,0,0.083333333,0,0,0.0625,0.012903226,0,0,0.076923077,0,0,0,0.1875,1,0,0.185714286,0,0.055555556,0.025
OG5_144476,0,0,0,0,0,0,0.034146341,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019354839,0,0,0,0,0,0,0,0,0,0.071428571,0,0,0
OG5_128384,49,0,0,0,0.055555556,0,0.07804878,1,0,0.375,0,0,0,0,0,0,0,0.047619048,0,0,0.0625,0.096774194,0,0,0,0,0,0,0,0,0,0.057142857,0,0.055555556,0.175
OG5_144474,4,0,0,0,0.055555556,0,0.029268293,8,0,0.4,0,0,0.25,0,0.5,0,0,0.011904762,0,0,0,0.006451613,0,0,0,0,0,0,0,0,0,0.042857143,0,0,0.025
OG5_133468,25,0.2,0,0.033333333,0,0,0.102439024,0,0,0.05,0,0,0,0,0,0,0,0.023809524,0,0,0.1875,0.070967742,0,0,0.076923077,0,0,0,0,0,0,0.142857143,0,0.055555556,0.15
OG5_133466,17,0,0,0.033333333,0,0,0,81,0,0,0,0,0,0,0,0,0,0.035714286,0,0,0,0.012903226,0,0,0,0,0,0,0.0625,0,0,0.028571429,0,0,0.075
OG5_144478,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OG5_144479,168,0.4,0,0.033333333,0.055555556,0.142857143,0.204878049,17,0,0,0,0,0,0,0,0.045454545,0,0.047619048,0.166666667,0,0,0.24516129,1,0,0.076923077,0,1,0,0.0625,0,0,0.171428571,0,0,0
OG5_133460,0,0,0,0,0,0,0.009756098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OG5_132610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025
OG5_142618,0,0,0,0,0,0,0,0,0,0.075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OG5_182941,0,0,0,0,0,0,0.004878049,0,0,0.05,0,0,0,0,0,0,0,0.011904762,0,0,0,0.006451613,0,0,0,0,0,0,0,0,0.2,0,0,0,0
OG5_140107,0,0.2,0,0.3,0.055555556,0,0,0,0,0,0,0,0.25,0,0,0,0.2,0.083333333,0,0,0.0625,0.04516129,0,1,0.384615385,0,0,0,0.25,0,0,0,0,0,0.1
OG5_140105,89,0.2,0,0.066666667,0.055555556,0,0.053658537,20,0,0.125,0,0,0,0,0,0,0,0.035714286,0,0,0,0.135483871,0,0,0,0,0,0,0.125,0,0.2,0.057142857,0,0.166666667,0.1
OG5_140102,7,0,0,0,0,0.142857143,0,0,0,0.05,0,0,0,0,0,0,0,0.011904762,0,0,0,0.012903226,0,0,0.076923077,0,0,0,0,0,0,0,0,0,0
OG5_128091,58,0.4,0,0.3,0,0.285714286,0.107317073,0,0,0,0,0,0,0,0,0,0,0.023809524,0.166666667,0,0,0.096774194,0,0,0.384615385,0,1,0,0,0,0,0.2,0,0.222222222,0.05
OG5_158637,8,0,0,0.033333333,0.055555556,0,0.009756098,0,0,0.025,0,0,0,0,0,0,0,0.130952381,0,0,0,0.025806452,0,0,0,0,0,0,0,0,0,0.028571429,0,0.055555556,0
OG5_128067,397,0.6,0,0.266666667,0.111111111,0.142857143,0.292682927,0,0,0,0,0,0,0,0,0,0,0.095238095,0.666666667,0,0,0.219354839,1,0,0.076923077,0,1,0,0.1875,0,0,0.2,0,0,0.025
OG5_142052,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
OG5_128065,0,0,0,0,0,0,0.024390244,83,0,0,0,0,0,0,0,0,0,0,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0.014285714,0,0,0.025
OG5_128064,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014285714,0,0,0
OG5_128063,419,0.6,0.333333333,0.2,0.277777778,0,0.331707317,80,0,0.325,0,0,0,0,0,0,0.2,0.119047619,0.333333333,0,0.3125,0.35483871,0,0,0.153846154,0,1,0,0.3125,0,0.2,0.457142857,0,0.055555556,0.275
OG5_128062,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OG5_132808,0,0,0,0.1,0.111111111,0,0,0,0,0.025,0,0,0,0,0,0,0,0.023809524,0,0,0,0.006451613,0,0,0.153846154,0,1,0,0.125,0,0,0.014285714,0,0,0
OG5_132809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0625,0,0,0,0,0,0
OG5_132806,0,0,0,0,0,0,0.029268293,0,0,0,0,0,0,0,0,0,0,0.011904762,0,0,0,0.025806452,0,0,0,0,0,0,0.0625,0,0,0.057142857,0,0,0.05
OG5_162759,17,0,0,0.1,0,0,0.029268293,0,0,0.1,0,0,0,0,0,0,0,0.011904762,0,0,0,0.032258065,0,0,0.076923077,0,0,0,0,0,0,0.014285714,0,0,0.025
OG5_132802,195,0.8,0,0.066666667,0.111111111,0,0.165853659,3,0.333333333,0,0,0,0,0,0,0,0.2,0.023809524,0.166666667,0,0.0625,0.180645161,0,0,0,0,1,0,0.0625,0,0,0.257142857,0,0,0.05
OG5_132803,453,0.6,0.333333333,0.3,0.222222222,0.142857143,0.43902439,26,0,0.05,1,0,0,0,0,0.045454545,0,0.095238095,0.666666667,0,0,0.541935484,1,0,0.230769231,0,1,0,0.125,0,0,0.342857143,0,0,0.05
OG5_128069,0,0,0,0.066666667,0.111111111,0,0.019512195,0,0,0,0,0,0,0,0,0,0,0.035714286,0.166666667,0,0,0,0,0,0.076923077,0,0,0,0,0,0,0,0,0.055555556,0.075
OG5_128068,327,0.4,0,0.3,0.5,0.142857143,0.443902439,22,0.666666667,0.2,0,0,0,0,0,0.045454545,0.2,0.357142857,0.333333333,0,0.3125,0.858064516,1,0,0.230769231,0,1,0,0.125,0,0.2,0.371428571,0,0,0.275
OG5_129334,303,0.4,0,0.033333333,0.111111111,0,0.263414634,36,0,0.05,0,0,0.25,0,0,0,0,0.071428571,0.166666667,0,0,0.348387097,1,0,0.153846154,0,1,0,0.125,0,0,0.314285714,0,0,0
OG5_129335,0,0,0,0,0,0,0,0,0,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OG5_129336,0,0,0,0.033333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OG5_129337,0,0,0,0,0,0,0,0,0,0.025,0,0,0,0,0,0,0,0.011904762,0,0,0,0.006451613,0,0,0,0,0,0,0,0,0,0.014285714,0,0,0
OG5_129331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.076923077,0,0,0,0,0,0,0,0,0,0
OG5_129332,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011904762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OG5_159904,38,0,0.333333333,0.066666667,0.055555556,0.142857143,0.019512195,20,0,0,0,0,0,0,0,0,0.2,0.035714286,0.166666667,0,0.0625,0,0,0,0,0,0,0,0,0,0,0.085714286,0,0.055555556,0.025
OG5_159907,15,0,0,0,0.222222222,0,0.029268293,2,0,0.6,0,0,0,0,0,0,0.2,0.035714286,0,0,0,0.032258065,0,0,0.076923077,0,0,0,0,0,0,0.014285714,0,0,0.125
OG5_159900,57,0.2,0,0,0.111111111,0,0.068292683,4,0,0.125,0,0,0,0,0,0.045454545,0,0.05952381,0.166666667,0,0.0625,0.109677419,0,0,0,0,0,0,0,0,0,0.057142857,0,0,0
OG5_129339,2,0,0,0.1,0.055555556,0,0,0,0,0.225,0,0,0,0,0,0,0,0.035714286,0,0,0.0625,0,0,0,0,0,0,0,0,0,0,0.028571429,0,0,0
OG5_130826,0,0,0,0.033333333,0,0,0.014634146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025
OG5_131960,0,0,0,0,0,0,0,0,0,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OG5_150032,31,0,0,0,0.055555556,0,0.03902439,0,0,0.025,0,0,0,0,0,0,0,0.011904762,0,0,0,0.04516129,0,0,0,0,0,0,0.0625,0,0,0.042857143,0,0,0
OG5_126838,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OG5_126839,388,0.8,0,0.533333333,0.222222222,0.142857143,0.404878049,72,0,0.3,0,0,0.25,0,0,0,0.6,0.107142857,0.666666667,0,0.5,0.658064516,1,0,0.384615385,0,1,0,0.125,0,0,0.5,0,0.055555556,0.2
OG5_165903,9,0,0,0.1,0,0,0,0,0,0.05,0,0,0,0,0,0.045454545,0,0.047619048,0,0,0,0.012903226,0,0,0.076923077,0,0,0,0,0,0.2,0.028571429,0,0,0
OG5_179176,35,0,0,0.033333333,0,0,0.009756098,0,0,0.025,0,0,0,0,0,0,0,0,0,0,0.0625,0.012903226,0,0,0,0,0,0,0,0,0,0.028571429,0,0,0
OG5_126834,0,0,0,0,0,0,0.019512195,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012903226,0,0,0.076923077,0,0,0,0,0,0,0.028571429,0,0,0
OG5_126835,477,0.4,0.333333333,0.233333333,0.055555556,0,0.375609756,75,0,0.075,0,0,0,0,0,0.045454545,0,0.107142857,0.666666667,0,0.1875,0.490322581,1,0,0.230769231,0,1,0,0.25,0,0,0.371428571,0,0.166666667,0.25
OG5_126833,0,0,0,0,0,0,0.004878049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OG5_150039,0,0,0.333333333,0,0,0,0,0,0,0.025,0,0,0,0,0,0,0,0.011904762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OG5_131120,5,0,0,0,0.111111111,0,0.058536585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.014285714,0,0.111111111,0
OG5_131121,34,0,0,0.066666667,0.055555556,0,0.034146341,7,0,0.25,0,0,0,0,0,0,0,0.083333333,0,0,0,0.038709677,1,0,0,0,0,0,0,0,0,0.014285714,0,0.055555556,0.025
OG5_131124,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006451613,0,0,0,0,0,0,0,0,0,0.028571429,0,0,0
OG5_130474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025
OG5_131128,0,0,0,0.233333333,0.055555556,0,0.004878049,1,0,0.025,0,0,0,0,0,0,0.2,0.023809524,0,0,0,0.006451613,0,0,0,0,0,0,0,0,0,0.014285714,0,0,0.025
OG5_131129,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0.023809524,0,0,0,0,0,0,0.076923077,0,0,0,0,0,0,0.028571429,0,0,0
OG5_134958,5,0,0,0,0.055555556,0,0.004878049,0,0,0,0,0,0,0,0,0,0.2,0,0.166666667,0,0,0.006451613,0,0,0,0,0,0,0,0,0,0.014285714,0,0,0.05
OG5_134959,114,0.4,0,0.1,0,0,0.12195122,22,0,0.175,1,0,0,0,0,0,0.2,0.023809524,0.166666667,0,0.0625,0.04516129,0,0,0.076923077,0,1,0,0.125,0,0,0.142857143,0,0,0.025
OG5_139355,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006451613,0,0,0,0,0,0,0,0,0,0,0,0,0.025
OG5_139354,20,0,0,0,0,0,0.043902439,0,0,0.175,0,0,0,0,0,0,0,0.011904762,0,0,0.0625,0.077419355,0,0,0.076923077,0,1,0,0,0,0,0.057142857,0,0,0
OG5_132738,212,0.2,0,0,0,0,0.175609756,61,0,0,0,0,0.25,0,0,0,0,0.011904762,0.333333333,0,0,0.167741935,1,0,0.076923077,0,0,0,0,0,0,0.114285714,0,0,0
OG5_132739,137,0.2,0.666666667,0,0.111111111,0.142857143,0.068292683,11,0,0,0,0,0,0,0,0,0,0.011904762,0.666666667,0,0.125,0.019354839,0,0,0,0,0,0,0.0625,0,0.2,0.114285714,0.333333333,0,0.1
OG5_139350,49,0.2,0,0.533333333,0.277777778,0,0.112195122,0,0.333333333,0.075,0,0,0,0,0,0,0.2,0.154761905,0,0,0,0.174193548,1,1,0.538461538,0,0,0,0.125,0,0,0.371428571,0,0,0.025
OG5_132734,400,0.8,0,0.266666667,0.055555556,0.142857143,0.336585366,8,0,0.075,1,0,0,0,0,0,0,0.107142857,0.5,0,0.125,0.35483871,1,0,0.153846154,0,1,0,0.1875,0,0,0.285714286,0,0,0.05
OG5_132735,77,0,0,0,0,0,0.024390244,52,0,0,0,0,0,0,0,0,0,0.023809524,0,0,0,0.006451613,0,0,0,0,0,0,0.25,0,0,0.028571429,0,0,0
OG5_132736,340,0,0.333333333,0.233333333,0.111111111,0.142857143,0.219512195,55,0,0,1,0,0,0,0,0,0,0.023809524,0.166666667,0,0,0.122580645,0,0,0.076923077,0,1,0,0.0625,0,0,0.214285714,0,0,0
OG5_132737,371,0.4,0.333333333,0.033333333,0.055555556,0.142857143,0.282926829,69,0,0,1,0,0,0,0,0,0.2,0.095238095,0.5,0,0.0625,0.277419355,1,0,0.076923077,0,1,0,0.125,0,0,0.185714286,0,0.277777778,0.3
OG5_132730,507,0.4,0,0.066666667,0.055555556,0,0.317073171,0,0,0,0,0,0,0,0,0,0.2,0.05952381,0.166666667,0,0,0.232258065,1,0,0,0,1,0,0.125,0,0,0.214285714,0,0,0.05
OG5_138404,0,0,0,0.033333333,0,0,0.004878049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014285714,0,0,0
OG5_138401,5,0.2,0,0.2,0.055555556,0,0.024390244,0,0.333333333,0.025,0,0,0.25,0,0,0,0,0.071428571,0,0,0,0.141935484,0,0,0.230769231,0,0,0,0.25,0,0,0.057142857,0,0,0.025
