,Ba,EE,Sr,Op,Am,Za,Pl,Ex
OG5_150198,6,1,4,0,1,0,21,0
OG5_142466,0,0,0,0,2,0,0,0
OG5_142465,0,0,2,0,1,0,0,0
OG5_147143,5,0,1,0,4,0,1,0
OG5_147142,1,0,2,0,0,0,2,0
OG5_142461,0,0,0,0,1,0,0,1
OG5_142460,4,30,77,1,130,0,9,5
OG5_137208,0,0,1,0,4,0,0,0
OG5_147149,99,1,9,0,5,0,8,0
OG5_161533,76,0,2,0,9,3,9,0
OG5_161534,3,0,0,0,0,0,0,0
OG5_135754,0,1,8,0,1,0,0,0
OG5_145170,49,3,62,0,29,0,0,0
OG5_131987,61,10,74,5,47,10,1,4
OG5_131984,304,10,84,1,47,88,5,1
OG5_135750,0,0,1,0,0,0,0,0
OG5_131983,0,0,1,0,0,0,0,0
OG5_132086,47,8,55,0,29,0,3,1
OG5_132084,0,0,4,0,1,0,1,0
OG5_146813,0,0,0,0,1,0,0,0
OG5_146810,0,0,0,0,2,0,0,0
OG5_165571,1,0,0,0,0,0,0,0
OG5_127086,417,24,216,1,190,94,15,5
OG5_132081,0,3,2,0,2,0,1,0
OG5_141842,0,0,2,0,0,0,0,1
OG5_149845,36,11,37,1,111,4,9,3
OG5_132184,0,0,4,0,0,0,0,0
OG5_132183,159,1,38,0,26,54,0,2
OG5_132182,171,4,61,1,37,24,1,1
OG5_132181,0,0,3,0,1,0,0,0
OG5_144560,30,7,38,0,16,1,3,1
OG5_154426,33,3,24,0,20,1,0,0
OG5_164838,63,9,51,0,36,6,6,1
OG5_164835,111,3,35,0,23,8,0,0
OG5_164836,10,4,7,0,6,0,0,1
OG5_149843,0,0,1,0,2,0,0,1
OG5_156493,0,0,3,0,2,0,1,0
OG5_147258,26,0,7,2,3,0,7,0
OG5_133587,2,0,2,0,0,0,0,0
OG5_128764,48,3,38,0,85,4,4,0
OG5_127239,133,6,66,1,72,29,5,4
OG5_127238,349,9,96,1,71,17,15,3
OG5_128761,216,6,97,2,150,51,5,6
OG5_132989,0,0,5,0,2,0,0,0
OG5_128763,14,20,90,1,80,1,8,4
OG5_127233,412,11,101,2,119,93,2,6
OG5_127232,2,4,28,1,11,0,5,0
OG5_127231,2,0,7,0,3,95,0,0
OG5_127230,0,0,2,0,0,0,0,0
OG5_127237,98,1,26,0,12,93,0,0
OG5_127235,61,5,49,0,35,0,4,1
OG5_127234,335,4,103,3,69,53,4,1
OG5_127725,485,4,62,1,50,78,2,1
OG5_127724,128,11,72,1,20,0,3,2
OG5_127727,0,0,0,0,2,0,0,0
OG5_127726,245,14,102,1,90,38,12,3
OG5_127721,0,1,3,0,1,0,0,0
OG5_127720,92,5,95,0,67,1,0,1
OG5_127722,464,6,82,0,49,5,13,3
OG5_164952,0,0,1,0,0,0,0,0
OG5_164951,25,2,48,0,24,0,0,2
OG5_127729,0,0,1,0,0,1,0,0
OG5_127728,490,9,103,0,105,5,9,2
OG5_159777,0,1,1,0,5,0,0,0
OG5_142746,25,0,6,0,34,0,0,0
OG5_128606,0,0,2,0,0,0,0,0
OG5_147257,9,1,1,0,0,0,8,0
OG5_128605,0,0,1,0,0,0,0,0
OG5_133368,111,9,75,0,25,7,12,7
OG5_142742,0,0,20,0,2,0,0,0
OG5_133366,65,2,29,0,22,0,0,0
OG5_165390,3,0,0,0,1,0,0,0
OG5_128974,0,2,4,0,7,0,0,0
OG5_139277,48,3,22,0,5,25,19,0
OG5_160394,9,0,6,0,1,0,13,0
OG5_159091,2,0,4,0,5,0,0,1
OG5_139278,67,2,35,2,15,0,1,0
OG5_139279,41,2,41,2,32,12,0,0
OG5_134275,0,0,1,0,0,0,0,0
OG5_164488,1,0,6,0,0,0,7,0
OG5_153404,0,0,0,0,0,0,1,0
OG5_149678,124,1,30,0,6,0,27,0
OG5_146876,0,0,2,0,0,0,1,0
OG5_149671,47,5,40,0,21,0,2,0
OG5_149670,86,1,34,0,28,42,0,0
OG5_149677,39,0,11,0,2,0,0,0
OG5_141469,0,0,0,0,1,0,0,0
OG5_147701,0,0,0,0,1,0,0,0
OG5_129495,132,1,21,0,6,2,2,1
OG5_129494,0,0,1,0,1,0,0,0
OG5_129497,0,1,8,0,6,0,0,0
OG5_129496,1,0,0,0,2,0,0,0
OG5_129490,0,0,3,0,0,0,0,0
OG5_129492,0,0,1,0,0,0,0,0
OG5_129499,0,0,0,0,0,0,1,0
OG5_129498,30,1,15,0,12,0,3,0
OG5_138094,132,1,12,0,2,0,25,0
OG5_179018,0,0,1,0,1,0,0,0
OG5_146551,73,6,95,0,41,0,5,1
OG5_150152,4,1,21,0,2,0,19,0
OG5_144178,13,7,36,0,31,0,1,1
OG5_149457,34,4,24,0,5,6,2,0
OG5_144176,0,0,2,0,0,0,0,0
OG5_165535,28,1,7,0,9,0,0,0
OG5_149453,180,3,30,0,16,2,0,0
OG5_144172,47,1,34,0,23,0,1,1
OG5_131061,230,9,115,2,94,4,4,2
OG5_131060,0,3,16,0,5,0,4,0
OG5_128818,0,0,0,0,4,0,0,0
OG5_128819,10,1,23,0,15,0,1,2
OG5_128540,0,2,10,0,1,0,0,0
OG5_128541,0,0,0,0,0,0,2,1
OG5_128810,0,0,1,0,1,0,0,0
OG5_128543,8,0,10,1,4,0,0,0
OG5_128544,441,15,95,2,61,77,1,1
OG5_128545,414,15,119,0,71,76,20,1
OG5_128814,5,0,4,0,3,0,0,0
OG5_128547,0,0,0,0,0,0,1,0
OG5_129638,70,7,127,0,76,1,5,2
OG5_138059,2,0,2,0,0,0,0,0
OG5_129148,1,8,33,0,30,0,2,2
OG5_129631,9,0,4,0,8,27,0,0
OG5_129146,0,0,0,0,6,0,1,0
OG5_129633,1,1,0,0,7,0,0,1
OG5_138057,86,3,39,0,30,12,1,0
OG5_129142,93,5,68,0,47,3,2,0
OG5_138055,141,4,49,0,33,4,1,0
OG5_128824,9,3,1,0,6,0,0,1
OG5_138585,37,0,20,0,9,0,0,0
OG5_138587,0,0,0,0,0,0,2,0
OG5_138586,4,0,11,0,12,0,10,1
OG5_138581,69,5,28,1,73,5,0,0
OG5_138582,36,0,23,0,34,0,0,0
OG5_165281,14,0,0,0,1,0,0,0
OG5_141288,171,6,62,0,63,6,3,6
OG5_165283,85,7,63,1,49,4,4,1
OG5_165284,65,0,19,0,14,0,0,0
OG5_141283,112,1,7,0,2,0,26,0
OG5_141287,52,0,31,0,18,0,0,0
OG5_141284,121,1,23,0,3,7,1,0
OG5_141285,113,1,31,0,9,0,1,2
OG5_131205,6,16,55,1,84,1,10,5
OG5_131207,0,0,1,0,0,0,0,0
OG5_131206,310,6,104,0,29,42,23,2
OG5_131200,83,2,38,2,23,2,1,1
OG5_131202,48,1,9,0,9,5,2,0
OG5_139187,0,2,9,0,2,0,0,0
OG5_139182,0,0,4,0,0,0,0,0
OG5_139180,0,0,2,0,0,0,0,0
OG5_127669,238,6,51,0,35,35,1,3
OG5_141645,0,0,1,0,0,0,0,0
OG5_177178,8,3,22,0,3,0,2,2
OG5_178655,6,0,0,0,0,0,0,0
OG5_138636,7,13,40,0,28,0,2,0
OG5_138632,0,0,0,0,1,0,0,0
OG5_138631,96,3,52,0,25,0,0,1
OG5_168483,1,0,1,0,0,0,1,0
OG5_168484,19,0,3,0,5,0,0,0
OG5_138418,0,0,1,0,0,0,0,0
OG5_132888,0,0,2,0,12,0,0,1
OG5_137940,0,0,0,0,1,0,0,0
OG5_137942,23,1,5,0,8,0,0,0
OG5_129951,0,0,1,0,0,0,1,0
OG5_131241,0,1,0,0,0,0,0,0
OG5_130955,0,1,0,0,0,0,0,0
OG5_130952,1,1,5,0,1,0,3,1
OG5_146157,2,0,2,1,0,0,0,0
OG5_143289,2,0,0,0,0,0,1,0
OG5_153157,133,2,21,1,8,1,0,0
OG5_168733,49,2,34,1,19,0,0,0
OG5_156771,5,1,6,0,1,0,0,0
OG5_131713,3,0,3,0,0,0,1,1
OG5_129957,123,5,57,0,32,0,3,2
OG5_130009,146,12,104,2,84,5,8,4
OG5_130558,1,0,0,0,0,0,0,0
OG5_130559,0,0,0,0,0,0,2,0
OG5_131247,161,3,71,0,61,9,2,0
OG5_130552,3,1,1,0,0,0,4,0
OG5_178164,16,1,20,0,9,0,0,0
OG5_130004,126,11,77,3,66,56,2,1
OG5_130005,0,0,2,0,0,0,0,0
OG5_130006,0,0,1,0,2,0,0,0
OG5_130555,0,0,2,0,2,0,0,0
OG5_169248,88,3,10,0,115,0,4,1
OG5_136892,90,8,68,0,47,3,7,0
OG5_130959,0,0,4,0,0,14,0,0
OG5_144882,0,0,1,0,1,0,0,0
OG5_144881,0,0,0,0,1,0,0,0
OG5_144880,7,0,3,0,0,0,0,0
OG5_142714,3,0,4,0,4,0,1,0
OG5_144885,86,2,29,0,12,8,0,0
OG5_130046,22,1,18,0,4,0,2,1
OG5_132407,0,0,4,0,3,0,0,0
OG5_136091,153,2,53,0,25,80,1,0
OG5_136093,237,0,11,0,4,28,17,1
OG5_136095,0,0,0,0,0,23,0,0
OG5_136094,254,1,51,0,34,29,1,0
OG5_136097,0,1,1,0,17,0,0,0
OG5_136096,333,7,66,0,40,8,4,0
OG5_136099,0,0,0,0,2,0,0,0
OG5_133119,134,2,38,1,26,31,0,1
OG5_133113,374,6,101,0,57,0,10,1
OG5_133112,304,4,87,0,50,18,1,1
OG5_133111,203,4,75,0,54,2,4,0
OG5_133110,431,4,68,0,46,0,0,1
OG5_133115,453,8,116,0,73,6,2,2
OG5_133114,109,5,18,0,8,2,0,0
OG5_144775,1,0,0,0,0,0,0,0
OG5_147281,92,0,1,0,2,0,0,0
OG5_147282,85,0,6,0,2,0,9,1
OG5_176012,3,0,0,0,2,0,0,0
OG5_147287,14,0,2,0,2,0,9,0
OG5_133526,0,0,0,0,0,0,1,0
OG5_133527,330,5,65,3,45,6,7,1
OG5_137800,0,0,2,0,0,0,0,0
OG5_140256,41,3,16,2,120,0,0,0
OG5_140255,0,0,1,0,0,0,0,0
OG5_140259,190,3,51,0,22,0,28,0
OG5_144410,95,3,59,2,31,0,1,0
OG5_144411,63,3,45,0,60,12,2,1
OG5_144412,127,6,53,0,39,8,0,3
OG5_144414,111,3,22,0,14,0,3,1
OG5_144415,45,2,27,0,13,7,6,1
OG5_144416,188,5,48,0,32,1,3,0
OG5_131842,0,0,4,0,2,0,0,0
OG5_131845,0,1,10,0,1,0,2,0
OG5_131844,10,18,48,1,111,1,14,2
OG5_171799,20,0,1,0,2,0,0,0
OG5_127530,7,2,8,0,7,0,2,1
OG5_127531,518,11,120,1,78,0,15,2
OG5_127532,472,16,171,0,102,78,27,6
OG5_127533,228,6,27,0,24,50,1,2
OG5_127534,86,3,9,0,13,91,2,0
OG5_127535,0,0,1,0,0,0,0,0
OG5_127536,12,0,26,0,7,81,1,0
OG5_127537,0,0,1,0,0,0,0,0
OG5_127538,146,6,50,0,34,21,5,3
OG5_127539,0,1,1,0,0,0,0,0
OG5_126623,191,7,92,2,49,2,1,1
OG5_126621,107,28,130,2,164,28,25,10
OG5_126620,486,10,110,0,89,88,10,7
OG5_126626,501,19,188,3,143,69,19,5
OG5_126624,386,15,123,0,65,49,25,6
OG5_152946,61,4,30,0,11,0,8,0
OG5_155260,47,3,15,0,10,0,3,0
OG5_138809,0,0,4,0,14,0,0,0
OG5_156636,32,11,10,0,0,0,8,0
OG5_132578,494,2,66,0,39,0,16,3
OG5_132579,223,3,51,0,31,1,1,0
OG5_132576,392,7,73,3,49,32,1,2
OG5_132577,0,0,2,0,3,0,0,0
OG5_132574,0,1,1,0,2,0,0,0
OG5_132575,159,2,34,0,24,12,1,1
OG5_132572,0,0,7,0,0,0,0,0
OG5_132573,413,8,104,2,67,0,6,1
OG5_132570,0,0,0,0,0,0,1,0
OG5_138807,5,6,45,0,32,0,3,1
OG5_130441,0,0,1,0,0,0,0,0
OG5_179925,54,0,7,0,5,0,0,0
OG5_134931,0,0,2,0,0,0,1,0
OG5_134933,47,1,25,1,61,4,0,0
OG5_141077,23,7,32,0,46,0,0,0
OG5_134938,0,0,0,0,0,0,1,0
OG5_171309,0,2,2,0,3,0,3,0
OG5_132792,1,1,5,0,8,0,0,0
OG5_132793,78,4,70,1,126,14,1,1
OG5_127399,22,7,55,1,71,3,1,0
OG5_132794,3,2,12,0,11,0,0,0
OG5_132795,0,0,2,0,1,0,0,1
OG5_127394,75,1,39,2,12,1,0,0
OG5_127395,430,6,115,1,85,74,6,4
OG5_132798,0,0,2,1,3,0,2,0
OG5_127397,183,27,95,0,52,46,19,1
OG5_127392,0,0,4,0,0,0,0,0
OG5_127393,295,4,64,3,43,52,0,1
OG5_156689,225,3,48,1,32,9,1,1
OG5_156686,38,3,36,0,14,0,0,0
OG5_172038,0,0,1,0,3,0,0,0
OG5_157648,96,1,26,1,1,0,8,2
OG5_146487,0,0,3,0,3,0,1,1
OG5_128153,90,1,28,0,34,0,0,1
OG5_141614,3,0,3,0,1,0,12,0
OG5_141617,14,0,4,0,5,0,2,0
OG5_134807,198,9,64,0,117,6,9,2
OG5_128156,0,0,0,0,0,5,0,1
OG5_128155,0,0,0,0,2,0,1,0
OG5_128154,0,0,1,0,1,0,0,0
OG5_128159,374,8,87,1,52,45,0,1
OG5_128158,2,1,23,0,16,0,8,0
OG5_171012,3,2,15,0,0,0,2,0
OG5_129825,0,0,10,0,7,0,0,0
OG5_129827,0,0,0,0,0,0,1,0
OG5_129820,0,0,1,0,1,0,0,0
OG5_129821,18,0,3,0,6,2,0,0
OG5_163020,81,8,29,0,7,2,7,0
OG5_129823,0,0,11,0,1,83,1,0
OG5_129828,142,3,93,0,70,1,0,0
OG5_129829,372,3,76,2,51,4,3,1
OG5_134242,141,3,85,0,42,0,1,1
OG5_153305,0,1,0,0,0,0,0,0
OG5_134240,96,2,31,0,20,2,1,3
OG5_134241,86,2,29,1,70,3,0,1
OG5_129941,0,0,0,0,0,0,1,0
OG5_134247,7,3,6,0,7,0,0,0
OG5_134244,236,6,88,0,63,32,2,0
OG5_134245,366,8,84,0,55,5,1,2
OG5_134248,16,12,96,0,69,0,7,4
OG5_134249,179,3,92,0,39,2,0,2
OG5_153309,5,0,6,0,1,0,0,0
OG5_168036,57,2,18,0,8,6,0,0
OG5_139042,8,4,62,2,8,0,12,0
OG5_139515,12,0,5,0,0,0,0,0
OG5_139046,0,0,1,0,0,0,0,0
OG5_139044,1,0,0,0,0,0,0,0
OG5_139049,183,3,25,0,17,1,2,1
OG5_137917,64,10,56,2,115,12,12,6
OG5_137916,0,0,2,0,0,0,0,0
OG5_137915,208,1,23,0,11,56,4,0
OG5_130634,0,3,4,0,0,0,1,0
OG5_137913,87,5,51,2,21,0,1,0
OG5_137912,0,0,1,0,0,0,0,1
OG5_137911,61,0,22,0,20,17,0,0
OG5_137918,39,0,28,0,29,0,3,0
OG5_134794,5,0,0,0,7,0,0,0
OG5_134795,1,0,0,0,0,0,0,0
OG5_134064,7,0,9,0,3,0,0,0
OG5_134790,0,0,2,0,0,0,1,0
OG5_134792,8,0,14,0,13,0,0,0
OG5_134793,148,5,59,0,70,7,1,1
OG5_134798,39,17,88,1,101,0,1,5
OG5_127897,201,9,118,0,60,0,5,2
OG5_147519,101,3,41,0,29,0,0,0
OG5_127895,17,1,18,0,23,0,1,1
OG5_127890,0,0,1,0,2,0,0,0
OG5_130493,0,16,21,1,19,0,8,2
OG5_130492,0,0,2,0,3,0,0,0
OG5_130491,0,0,0,0,0,0,1,0
OG5_130490,0,2,4,0,1,0,1,0
OG5_130497,1,4,34,0,2,0,1,0
OG5_147515,26,1,14,0,8,0,0,0
OG5_130495,0,0,5,1,4,0,0,1
OG5_130494,1,1,0,0,2,1,0,0
OG5_184206,0,0,1,0,0,0,0,0
OG5_149169,0,0,1,0,0,0,0,0
OG5_144960,21,0,8,0,7,0,3,0
OG5_144963,0,2,4,0,7,0,1,0
OG5_144965,94,1,8,0,2,0,21,0
OG5_144916,0,0,5,0,3,0,0,0
OG5_162869,0,0,3,0,1,0,0,0
OG5_144919,4,2,3,1,0,1,4,0
OG5_129940,0,0,1,0,2,0,0,0
OG5_169610,2,0,0,0,0,0,0,0
OG5_177093,14,0,17,0,12,0,0,0
OG5_150454,18,3,21,0,7,2,0,0
OG5_150450,63,2,21,0,25,2,0,0
OG5_165075,0,0,1,0,1,0,0,0
OG5_137264,1,3,22,1,11,0,3,0
OG5_137267,23,2,29,2,40,0,1,0
OG5_137263,26,15,41,1,37,1,5,1
OG5_178512,120,4,52,0,29,14,0,0
OG5_137269,0,3,11,0,0,0,0,0
OG5_137268,21,0,0,0,4,48,0,0
OG5_143343,0,0,0,0,1,0,0,0
OG5_136795,29,22,122,1,116,6,10,7
OG5_136792,97,3,51,0,20,27,3,3
OG5_141556,0,1,7,0,1,0,0,0
OG5_156517,0,0,0,0,1,0,0,0
OG5_141824,178,0,23,0,12,13,0,1
OG5_141823,70,5,45,0,24,0,4,1
OG5_146833,0,2,3,0,1,0,0,0
OG5_146838,2,1,2,0,0,0,0,0
OG5_128693,0,0,12,0,0,0,0,0
OG5_145015,99,2,10,0,3,0,20,2
OG5_136542,18,1,10,0,6,0,0,0
OG5_136136,3,2,2,0,0,0,0,1
OG5_164857,47,0,4,0,6,14,0,1
OG5_164853,65,1,20,0,20,0,0,1
OG5_150406,30,0,15,1,10,3,1,0
OG5_164858,38,1,30,0,22,0,0,0
OG5_133563,6,1,2,0,3,0,0,0
OG5_133934,0,1,2,0,0,0,0,0
OG5_133567,128,11,113,0,30,0,10,1
OG5_133569,0,0,1,0,0,0,3,0
OG5_132961,82,3,41,1,46,0,1,0
OG5_132960,0,0,1,0,0,0,5,0
OG5_132963,228,5,80,2,53,7,2,0
OG5_132962,0,0,0,0,1,0,0,0
OG5_127259,146,2,31,0,16,10,19,0
OG5_127258,409,14,119,3,76,50,14,6
OG5_127708,280,24,133,4,159,48,10,3
OG5_127255,507,19,165,1,104,0,26,4
OG5_127254,438,9,102,1,60,0,10,3
OG5_127257,211,14,130,4,92,13,20,3
OG5_127256,4,0,0,0,2,5,0,0
OG5_127703,0,0,2,0,1,57,0,0
OG5_127250,6,1,5,0,2,92,0,0
OG5_127253,129,9,122,1,89,25,6,5
OG5_127252,231,9,96,0,83,27,2,0
OG5_164937,5,0,4,0,0,0,0,0
OG5_164933,104,0,16,1,4,0,0,0
OG5_133305,0,0,0,0,2,0,0,0
OG5_133302,217,3,45,0,17,50,0,0
OG5_133303,258,10,79,0,52,28,9,4
OG5_133308,0,0,0,0,0,0,1,0
OG5_140068,0,0,3,0,0,0,0,0
OG5_140062,20,0,6,0,5,0,0,0
OG5_140064,9,1,1,0,0,0,1,0
OG5_140067,9,3,17,0,17,0,0,1
OG5_140066,124,5,46,0,7,1,27,2
OG5_150212,0,1,1,0,0,0,4,0
OG5_150211,0,0,0,0,0,0,2,0
OG5_150210,0,1,0,0,0,0,0,0
OG5_149618,250,4,97,0,158,37,2,2
OG5_163336,64,0,9,0,3,10,0,0
OG5_150218,0,1,2,0,0,0,0,0
OG5_141442,0,0,0,0,1,0,0,0
OG5_141443,8,7,19,1,38,0,3,0
OG5_141444,0,0,1,0,0,0,0,0
OG5_129736,51,1,25,0,60,1,5,2
OG5_141446,29,0,14,0,8,2,0,0
OG5_128709,124,18,110,3,108,25,15,1
OG5_141448,3,12,26,1,41,0,5,2
OG5_128704,0,0,1,0,0,0,0,0
OG5_128705,0,1,12,0,5,1,0,0
OG5_128703,4,2,7,0,5,0,0,0
OG5_128700,0,0,1,0,0,0,0,0
OG5_128701,0,0,0,0,0,60,0,0
OG5_147720,42,0,35,0,8,0,1,0
OG5_150138,49,3,50,0,15,0,1,1
OG5_150136,0,0,0,0,0,0,1,0
OG5_150134,5,0,0,0,2,0,0,0
OG5_150135,0,0,1,0,1,0,1,0
OG5_150132,2,0,3,0,2,0,9,0
OG5_150130,0,0,1,0,0,0,3,0
OG5_131049,320,2,66,0,28,59,19,2
OG5_131048,170,4,23,0,23,69,1,0
OG5_131043,286,3,67,0,42,67,1,0
OG5_131042,313,4,61,0,34,49,3,2
OG5_141211,14,0,1,0,1,1,0,0
OG5_131040,0,0,1,0,0,0,0,0
OG5_131046,446,8,96,1,52,75,28,3
OG5_131045,439,14,105,0,62,0,24,4
OG5_131044,274,5,57,3,24,29,2,2
OG5_128838,0,1,11,0,5,0,0,0
OG5_128839,0,0,1,0,0,0,0,0
OG5_139219,84,7,36,0,14,6,1,0
OG5_128834,0,0,2,0,2,0,0,0
OG5_128835,0,0,0,0,1,0,0,0
OG5_128837,124,0,16,0,6,19,0,0
OG5_128830,0,1,0,0,2,0,0,1
OG5_158525,5,1,6,0,3,0,0,0
OG5_129613,0,8,18,0,15,1,0,0
OG5_129610,0,0,2,0,1,0,0,0
OG5_129616,0,0,1,0,0,0,2,0
OG5_129615,57,3,45,0,107,10,0,1
OG5_129614,40,5,40,0,29,0,1,1
OG5_138034,0,2,1,0,1,0,0,0
OG5_129619,0,0,1,0,0,0,0,0
OG5_129618,5,0,12,0,5,0,1,1
OG5_138031,0,0,3,2,0,0,1,0
OG5_150681,22,3,22,0,10,0,0,0
OG5_150682,113,1,29,0,19,4,6,0
OG5_146992,37,10,42,0,5,26,17,0
OG5_146588,76,0,13,0,8,1,0,0
OG5_131229,0,0,0,0,1,0,0,0
OG5_129047,127,6,69,0,81,22,13,2
OG5_131224,0,1,0,0,2,0,0,1
OG5_131223,0,1,3,0,1,0,0,0
OG5_138336,3,5,18,1,16,0,1,2
OG5_132922,197,3,69,0,32,35,1,0
OG5_129043,0,0,0,0,0,0,2,0
OG5_141212,0,0,2,0,0,0,0,0
OG5_178671,1,2,10,0,12,0,1,0
OG5_135823,67,0,2,0,0,0,6,0
OG5_153790,106,4,38,0,25,1,0,2
OG5_135822,78,2,56,0,11,0,17,0
OG5_130798,498,7,82,1,38,0,25,1
OG5_130799,200,9,41,0,33,32,13,1
OG5_130790,0,0,0,0,0,0,1,0
OG5_130791,508,10,117,3,85,0,16,3
OG5_130792,76,0,25,1,22,24,1,1
OG5_130793,117,18,76,0,45,23,4,4
OG5_130794,534,6,94,0,72,57,2,2
OG5_130795,17,0,27,0,12,1,2,3
OG5_130796,313,6,90,1,54,31,0,1
OG5_130797,221,8,57,0,99,45,6,3
OG5_134479,0,0,0,0,1,0,0,0
OG5_153172,84,0,0,0,0,0,9,0
OG5_134473,0,0,0,0,0,0,1,0
OG5_134476,5,0,2,0,3,0,0,0
OG5_168755,0,0,1,0,0,1,0,0
OG5_168757,167,3,39,0,29,4,0,1
OG5_166511,2,1,2,0,0,0,0,0
OG5_168752,92,7,61,0,37,17,0,1
OG5_168758,7,1,4,0,4,0,0,0
OG5_137071,0,0,0,0,0,0,2,0
OG5_137072,0,0,2,0,2,0,0,0
OG5_137074,310,7,80,0,51,0,16,2
OG5_137076,0,0,1,0,0,0,0,0
OG5_137077,0,0,7,0,0,0,0,0
OG5_130574,232,10,94,0,135,91,3,2
OG5_130575,304,11,81,0,125,1,29,3
OG5_130576,0,1,0,0,2,0,1,0
OG5_130572,0,0,2,0,0,0,0,0
OG5_134113,0,0,1,0,0,0,0,0
OG5_163586,14,1,24,0,25,0,1,0
OG5_172912,16,0,26,0,0,0,0,0
OG5_128805,0,1,1,0,0,1,1,0
OG5_129876,0,0,0,1,0,29,0,1
OG5_127579,320,2,50,0,35,5,1,0
OG5_131304,3,0,4,0,5,1,4,0
OG5_131305,0,0,1,0,0,0,1,0
OG5_144756,62,2,65,0,13,21,7,0
OG5_136055,25,1,11,0,9,0,0,0
OG5_147260,0,0,0,0,0,0,1,0
OG5_155635,2,0,4,0,0,0,0,0
OG5_147266,78,2,4,0,1,0,26,1
OG5_147265,97,3,0,0,1,0,12,1
OG5_147268,9,0,2,0,0,0,0,0
OG5_164060,35,0,20,0,17,0,0,0
OG5_155638,2,0,2,0,7,1,0,0
OG5_162561,21,0,25,0,8,0,0,1
OG5_145805,1,0,0,0,3,1,0,2
OG5_145807,0,0,0,0,0,0,1,0
OG5_140270,0,1,7,0,4,0,0,0
OG5_140279,1,9,25,0,44,0,2,0
OG5_142694,27,3,51,0,26,71,0,0
OG5_142695,19,1,7,0,3,9,7,0
OG5_131827,0,2,2,0,1,0,3,0
OG5_142697,23,8,51,0,27,8,4,0
OG5_131821,0,0,4,0,1,0,0,0
OG5_137465,65,7,28,0,84,5,0,1
OG5_131823,227,4,80,0,76,43,1,1
OG5_137464,0,0,2,0,1,0,0,0
OG5_133798,177,6,62,1,36,1,1,1
OG5_133791,0,0,4,0,0,0,0,0
OG5_133793,0,3,1,1,1,0,0,0
OG5_172007,43,0,14,0,9,1,0,1
OG5_133796,0,0,0,0,0,0,0,1
OG5_126645,43,7,78,1,48,5,2,2
OG5_126644,368,15,108,1,73,19,14,6
OG5_126647,268,3,73,0,31,33,6,0
OG5_126646,0,0,0,0,1,0,0,0
OG5_126641,514,17,226,0,153,93,22,4
OG5_152962,6,2,8,0,0,0,17,0
OG5_152961,2,2,6,0,2,0,0,0
OG5_126649,0,1,3,0,0,0,0,0
OG5_126648,318,16,146,2,157,54,18,4
OG5_155248,59,0,6,0,2,8,0,0
OG5_132550,0,0,2,0,0,0,0,0
OG5_132226,0,1,0,0,0,0,0,0
OG5_132555,0,1,3,0,0,0,1,0
OG5_132224,162,5,76,0,41,0,0,0
OG5_132225,0,0,3,0,24,0,0,0
OG5_172641,17,1,9,0,4,0,0,0
OG5_148068,0,0,1,0,0,0,0,0
OG5_141055,34,33,206,1,173,0,13,6
OG5_133660,0,0,0,0,1,0,0,0
OG5_141585,21,27,55,2,130,2,12,1
OG5_141581,1,0,0,0,3,0,1,0
OG5_140438,19,4,8,0,0,0,15,0
OG5_141588,0,0,0,0,0,0,2,0
OG5_147050,0,0,3,0,0,0,1,0
OG5_140188,78,1,19,0,8,14,1,0
OG5_140186,37,0,26,0,8,0,7,1
OG5_159186,63,8,35,0,9,0,19,1
OG5_159187,129,3,50,1,78,1,7,1
OG5_140183,43,1,9,0,20,7,0,0
OG5_159182,34,1,25,0,18,1,0,1
OG5_181659,55,0,1,0,0,16,1,0
OG5_141639,0,0,1,0,0,0,2,0
OG5_141638,0,0,0,0,0,0,5,0
OG5_168235,44,1,20,0,9,2,0,0
OG5_141633,1,0,1,0,1,3,5,0
OG5_168233,0,0,0,0,0,3,0,0
OG5_141631,18,0,9,0,4,0,2,0
OG5_128134,0,0,4,0,1,0,0,0
OG5_127118,0,0,0,0,1,0,0,0
OG5_128136,0,0,0,0,0,1,0,0
OG5_128131,2,0,2,0,0,0,0,0
OG5_128130,0,0,2,0,0,0,1,0
OG5_128133,0,1,3,0,0,0,0,0
OG5_127112,66,1,60,0,28,6,5,1
OG5_160211,8,8,90,0,94,0,16,0
OG5_128139,203,3,49,0,33,15,1,1
OG5_127117,213,3,58,0,21,4,3,0
OG5_127114,0,0,2,0,1,90,0,1
OG5_127115,458,14,95,0,86,50,3,4
OG5_163009,33,2,34,0,17,0,2,0
OG5_129848,78,1,4,1,14,0,0,0
OG5_129849,7,8,31,0,37,0,0,1
OG5_129846,378,8,89,3,63,29,33,2
OG5_129847,0,0,2,0,0,0,0,0
OG5_129844,179,2,30,1,25,0,2,0
OG5_129843,19,1,13,0,5,0,0,0
OG5_164050,8,0,5,0,15,3,0,0
OG5_163007,60,0,36,0,25,0,1,0
OG5_176851,22,0,1,0,1,0,0,0
OG5_135792,0,3,0,0,6,0,1,0
OG5_159454,0,0,0,0,6,0,0,0
OG5_135022,48,1,23,0,9,0,1,0
OG5_135025,51,0,27,0,9,8,2,1
OG5_135024,0,0,2,0,0,0,0,0
OG5_135795,235,15,106,0,53,4,6,3
OG5_135026,0,2,2,0,2,5,1,0
OG5_159459,0,1,1,0,3,0,0,0
OG5_134265,57,3,44,2,108,5,2,5
