,ba,ee,sr,op,am,za,pl,ex
OG5_129085,0,52,215,70,197,0,68,28
OG5_129088,0,57,218,73,99,0,53,9
OG5_129089,0,35,217,66,145,0,48,21
OG5_130699,549,47,103,3,150,0,37,2
OG5_130698,0,36,149,53,52,0,33,7
OG5_169769,0,6,44,0,16,2,0,6
OG5_138371,0,1,13,21,1,0,5,0
OG5_135865,30,9,57,31,7,0,2,0
OG5_135867,0,11,90,32,25,0,9,9
OG5_135861,39,0,0,18,0,0,1,0
OG5_135860,0,2,15,22,4,0,0,2
OG5_135863,2,4,93,1,56,1,6,2
OG5_135862,0,18,422,4,13,0,4,3
OG5_135868,0,5,12,26,69,0,1,11
OG5_131348,0,33,178,53,120,0,33,8
OG5_146668,107,1,2,0,2,9,1,1
OG5_131340,0,39,252,28,43,0,31,35
OG5_131341,572,0,2,2,0,167,2,0
OG5_131342,0,37,44,55,25,0,15,35
OG5_146662,68,0,0,0,0,0,1,0
OG5_131344,558,0,6,0,0,0,18,0
OG5_131345,0,54,154,46,199,0,54,10
OG5_131346,0,108,555,67,417,0,87,12
OG5_181696,16,11,21,2,3,0,9,3
OG5_147442,0,0,12,0,2,0,0,1
OG5_145223,0,0,3,0,0,0,0,12
OG5_160163,37,2,7,1,11,0,3,1
OG5_143943,0,1,22,0,1,0,0,14
OG5_131674,111,15,32,59,22,10,4,2
OG5_174084,8,0,1,4,1,0,0,0
OG5_137595,0,42,144,30,6,0,14,15
OG5_143949,0,9,61,3,26,0,8,15
OG5_143948,0,0,0,0,0,0,1,10
OG5_152508,1,0,10,0,2,0,0,0
OG5_152502,0,29,330,0,64,0,196,2
OG5_136591,365,30,145,10,105,8,3,18
OG5_137842,0,0,12,9,4,0,0,16
OG5_136595,0,0,5,1,0,0,1,0
OG5_136596,8,1,22,11,142,0,100,0
OG5_153040,0,11,74,0,50,0,28,1
OG5_134739,6,36,178,39,15,0,0,0
OG5_153638,0,0,38,1,7,6,1,3
OG5_134733,0,1,6,71,10,0,4,0
OG5_134730,2,40,132,31,91,0,11,8
OG5_146275,2,43,147,8,154,0,35,3
OG5_134737,109,3,49,13,30,0,3,2
OG5_134734,297,14,31,0,0,8,12,0
OG5_134735,0,6,17,27,31,0,29,3
OG5_144627,0,0,8,0,19,0,0,2
OG5_171116,77,0,1,2,0,12,0,1
OG5_166259,16,0,0,1,0,0,0,0
OG5_127835,0,26,421,83,237,0,47,7
OG5_130438,0,22,61,60,112,0,44,5
OG5_127837,222,31,133,84,64,0,53,23
OG5_127836,90,78,593,97,255,1,176,35
OG5_127831,12,57,444,101,275,5,78,50
OG5_127830,545,50,372,84,229,11,66,31
OG5_130349,0,32,79,74,84,0,42,5
OG5_130348,0,4,10,67,50,0,36,4
OG5_130347,0,33,186,43,11,0,15,23
OG5_170416,4,0,5,1,7,0,12,0
OG5_130433,3,51,187,60,136,0,74,3
OG5_130344,0,148,412,77,190,0,10,10
OG5_130343,408,11,74,4,42,111,17,0
OG5_127838,7,49,294,88,250,6,58,36
OG5_130437,604,33,220,15,88,140,15,2
OG5_130340,0,25,97,58,92,0,49,7
OG5_136779,11,64,218,112,46,2,44,19
OG5_142823,1,16,76,25,10,0,23,1
OG5_136776,44,36,142,9,172,33,35,1
OG5_136770,0,16,8,22,6,0,1,3
OG5_163976,32,0,0,5,0,0,0,0
OG5_136773,557,24,98,2,139,5,140,3
OG5_166336,14,0,0,0,0,0,2,0
OG5_166332,22,0,3,1,2,0,0,0
OG5_139964,0,0,2,5,0,0,1,0
OG5_139965,153,1,21,14,13,22,0,2
OG5_139967,57,22,65,1,22,0,29,1
OG5_139963,12,2,25,2,26,0,22,15
OG5_141189,0,15,10,34,2,0,19,0
OG5_139968,0,0,10,13,19,0,1,0
OG5_139969,12,14,108,16,111,0,2,2
OG5_180800,0,0,1,0,0,0,0,0
OG5_146899,1,16,28,0,7,0,10,21
OG5_146897,0,23,110,116,223,0,59,4
OG5_146894,0,0,12,1,0,0,34,0
OG5_146895,0,76,306,1,155,0,64,6
OG5_149978,0,5,12,1,2,0,0,12
OG5_149970,1,58,140,35,740,0,26,7
OG5_144476,0,0,4,0,6,2,1,0
OG5_149975,0,2,70,2,56,0,35,5
OG5_149977,0,7,844,1,23,0,109,1
OG5_144626,10,9,2,11,0,4,1,0
OG5_140447,0,2,6,0,1,0,40,0
OG5_140446,132,29,105,0,1,0,60,4
OG5_140445,0,0,52,0,6,0,56,0
OG5_140444,6,0,3,0,0,0,45,0
OG5_140443,0,3,11,0,4,0,25,1
OG5_140442,4,0,27,0,2,0,69,0
OG5_140441,0,13,282,0,127,0,25,2
OG5_140440,0,3,5,0,2,0,39,0
OG5_140339,0,5,181,1,2,0,50,0
OG5_140449,0,4,74,0,1,0,35,0
OG5_145128,0,0,97,0,12,0,2,0
OG5_144537,0,0,2,1,1,0,0,16
OG5_144536,0,0,4,1,0,0,0,0
OG5_149813,82,1,0,6,4,1,0,0
OG5_149811,12,0,26,6,28,0,16,0
OG5_144530,27,2,29,13,68,0,3,2
OG5_144539,107,0,0,2,0,0,1,0
OG5_144538,10,1,13,2,3,1,36,1
OG5_128900,0,42,98,85,54,0,56,6
OG5_128901,0,18,87,73,57,0,56,5
OG5_142793,0,8,45,11,10,0,5,9
OG5_128903,500,7,170,38,46,1,45,2
OG5_128904,263,66,283,79,182,3,61,11
OG5_131903,71,10,190,32,160,0,2,7
OG5_131900,0,42,1621,18,160,0,126,20
OG5_128907,0,4,6,18,84,0,0,2
OG5_171084,135,0,0,0,0,0,1,0
OG5_131908,0,39,232,31,28,0,19,32
OG5_131909,0,6,19,115,1,0,43,1
OG5_127457,7,54,523,108,269,0,93,32
OG5_127456,48,64,455,105,236,95,85,46
OG5_127455,0,58,376,87,256,101,85,33
OG5_127454,0,75,419,84,224,0,60,28
OG5_127453,0,56,297,103,187,0,70,26
OG5_127452,13,173,1155,119,516,0,187,61
OG5_127451,0,49,479,83,283,0,84,34
OG5_127450,0,64,548,91,293,0,100,36
OG5_127606,25,60,482,106,278,4,85,46
OG5_127458,827,38,140,47,125,121,52,2
OG5_151737,0,5,12,0,0,0,30,9
OG5_133857,0,17,175,33,56,0,15,1
OG5_133855,0,20,14,34,82,0,16,3
OG5_155360,0,18,9,0,28,0,19,2
OG5_155366,44,27,249,8,127,6,3,5
OG5_169172,7,0,1,3,0,0,0,0
OG5_132459,177,45,74,19,8,12,29,5
OG5_132458,228,20,78,4,9,40,25,2
OG5_132107,218,7,78,9,28,152,5,3
OG5_132106,0,44,271,24,48,0,32,24
OG5_132457,2,23,114,26,11,0,49,8
OG5_132104,0,91,479,25,208,0,35,6
OG5_132451,320,0,1,0,0,43,1,0
OG5_132450,0,19,107,35,6,0,17,7
OG5_132453,0,0,42,20,5,0,0,1
OG5_132452,231,18,77,32,78,16,37,0
OG5_138747,0,0,14,0,0,0,110,0
OG5_148148,26,0,0,1,1,16,0,7
OG5_138746,20,0,4,0,0,5,26,0
OG5_171046,19,0,0,0,0,0,1,0
OG5_146476,0,4,16,1,9,0,44,2
OG5_134854,114,41,127,1,7,0,96,0
OG5_171043,156,0,0,0,0,0,1,0
OG5_134945,0,1,2,36,12,0,0,0
OG5_134851,0,0,6,0,0,0,133,0
OG5_181191,38,4,77,0,0,0,0,0
OG5_141369,1,0,0,1,0,0,29,0
OG5_141319,110,0,0,0,0,22,6,0
OG5_134859,314,0,1,0,1,1,1,0
OG5_171048,52,0,1,0,1,0,2,0
OG5_151289,6,1,2,3,5,1,3,0
OG5_130944,0,3,7,24,3,0,1,1
OG5_151284,21,0,3,0,20,0,0,0
OG5_151283,0,2,8,0,12,0,0,17
OG5_151282,0,13,147,1,148,0,0,3
OG5_129507,0,33,90,78,116,0,59,6
OG5_156948,0,22,29,0,34,0,6,0
OG5_129504,0,38,164,73,87,0,24,5
OG5_129503,0,44,109,82,262,0,54,11
OG5_129502,0,32,157,84,126,0,36,6
OG5_129501,0,12,43,14,45,0,122,2
OG5_129500,0,53,49,73,161,0,36,24
OG5_130356,0,50,170,67,177,0,40,8
OG5_135406,0,241,590,9,30,0,13,1
OG5_129509,752,46,166,9,47,40,36,3
OG5_129508,44,21,248,75,57,40,21,10
OG5_141179,0,4,17,22,5,0,24,0
OG5_155948,17,8,32,1,3,0,2,0
OG5_149360,0,14,786,21,194,0,7,7
OG5_146788,0,2,10,11,3,0,20,0
OG5_146786,16,2,42,11,9,0,4,1
OG5_146787,0,0,23,1,17,0,0,1
OG5_146784,98,11,107,11,65,6,6,2
OG5_155947,119,46,411,31,52,0,55,6
OG5_146783,25,1,0,7,11,0,2,0
OG5_146780,0,0,1,12,1,0,0,0
OG5_141360,0,0,1,1,0,0,1,10
OG5_128277,554,35,307,54,95,114,64,9
OG5_128272,0,53,298,75,184,1,60,30
OG5_128273,849,10,124,35,60,137,33,9
OG5_128270,0,39,276,77,182,0,59,33
OG5_128271,373,30,109,95,36,0,22,0
OG5_128278,8,62,382,89,264,0,63,26
OG5_128279,0,48,219,88,136,0,73,30
OG5_130946,73,3,13,29,21,0,0,1
OG5_127778,86,41,238,80,155,0,47,19
OG5_135102,192,3,54,8,4,42,3,0
OG5_135103,566,0,1,2,0,0,1,0
OG5_163367,5,50,185,24,121,0,26,14
OG5_128796,4,86,345,78,290,0,82,22
OG5_135106,33,13,32,21,166,47,1,5
OG5_135107,5,16,38,23,34,0,24,9
OG5_135104,0,11,561,0,309,0,70,22
OG5_135105,422,1,27,0,41,39,1,0
OG5_135404,0,18,312,38,109,0,28,2
OG5_135108,3,52,193,22,52,1,16,4
OG5_135457,0,28,163,32,16,0,23,8
OG5_135451,218,0,0,2,0,13,2,0
OG5_135452,162,9,36,3,7,2,1,0
OG5_135453,184,31,79,14,6,44,35,4
OG5_134501,176,2,9,24,16,0,2,0
OG5_134500,181,2,7,1,8,110,0,7
OG5_131751,7,36,71,50,95,0,25,7
OG5_131750,967,0,0,1,0,58,1,0
OG5_134505,39,5,95,5,20,0,81,5
OG5_134504,356,0,2,0,0,9,2,0
OG5_134507,18,21,115,30,101,0,18,5
OG5_134506,643,0,0,1,0,60,1,0
OG5_134509,443,0,1,0,1,31,0,0
OG5_134508,119,5,68,1,5,40,0,10
OG5_131759,524,1,1,0,0,108,1,0
OG5_131758,547,21,12,0,0,0,28,0
OG5_168151,0,6,48,5,49,2,1,0
OG5_139106,0,0,0,4,0,0,0,1
OG5_139107,0,1,68,18,1,0,19,0
OG5_139105,49,23,79,16,2,7,2,0
OG5_139100,0,6,168,22,213,0,73,4
OG5_139101,0,0,3,13,1,0,2,0
OG5_146923,86,4,77,0,5,46,0,8
OG5_153899,0,0,0,0,0,1,0,5
OG5_131693,0,30,355,50,175,0,38,3
OG5_127776,452,11,90,12,31,123,51,59
OG5_129255,53,22,151,37,11,1,11,3
OG5_128798,0,46,148,83,263,0,28,18
OG5_129188,0,38,334,73,205,0,55,28
OG5_176938,30,7,38,7,2,2,6,1
OG5_137237,0,8,75,21,104,0,29,3
OG5_153375,49,22,5,1,2,0,36,0
OG5_147436,0,0,2,7,4,0,1,0
OG5_130942,179,54,211,58,27,0,29,5
OG5_130778,0,30,162,47,101,0,39,2
OG5_147431,0,0,8,1,1,0,1,0
OG5_140942,0,0,9,0,0,0,1,0
OG5_144579,3,2,4,2,6,0,0,9
OG5_130779,0,42,258,41,30,0,19,33
OG5_140946,0,1,8,0,0,0,54,0
OG5_140945,0,1,18,0,9,0,38,0
OG5_133073,0,5,5,44,5,0,1,0
OG5_149986,0,5,21,0,21,0,37,1
OG5_153373,1,22,94,1,23,0,3,7
OG5_165200,80,15,1,0,3,1,1,0
OG5_143024,0,0,1,0,0,0,0,13
OG5_165202,160,17,98,2,46,0,15,3
OG5_129184,0,24,212,78,196,0,41,6
OG5_155568,112,29,117,2,32,2,9,5
OG5_155569,278,0,2,1,1,0,1,0
OG5_155564,18,0,0,0,3,43,0,0
OG5_155565,22,33,154,7,61,0,12,11
OG5_155563,23,1,10,3,18,3,3,3
OG5_136244,16,49,264,34,138,2,23,8
OG5_130333,0,15,117,66,61,0,15,8
OG5_136245,1,43,291,3,141,0,39,12
OG5_126999,323,36,271,95,374,0,120,23
OG5_136909,87,10,55,0,0,19,7,0
OG5_162799,33,2,31,0,0,0,1,1
OG5_136903,0,0,7,34,3,0,0,3
OG5_153847,1,616,1081,15,166,0,139,7
OG5_136901,0,23,83,40,97,0,12,4
OG5_136900,0,3,5,21,6,0,15,3
OG5_136907,137,0,1,0,2,0,0,1
OG5_138868,0,20,110,26,1,0,8,4
OG5_136905,0,4,29,22,14,0,3,1
OG5_136904,47,249,331,20,104,0,40,24
OG5_130193,10,137,2163,52,403,0,28,23
OG5_135731,10,0,27,1,2,2,1,1
OG5_137368,135,0,3,0,0,0,1,0
OG5_137369,158,14,22,2,24,2,22,1
OG5_152429,117,1,55,9,8,14,4,0
OG5_128061,0,50,420,91,250,0,80,36
OG5_137362,220,0,11,1,7,58,1,2
OG5_137363,316,0,0,1,2,0,5,0
OG5_137364,210,0,7,2,1,1,1,1
OG5_134826,0,1,11,37,3,0,66,1
OG5_137366,178,1,0,0,0,0,1,0
OG5_137367,300,2,14,1,6,0,1,0
OG5_131695,0,1,9,48,48,0,0,1
OG5_177465,4,1,3,0,15,0,8,0
OG5_161436,10,0,0,0,0,0,1,0
OG5_143209,0,12,91,4,54,0,8,4
OG5_162837,2,0,0,3,3,0,0,0
OG5_143205,0,19,97,1,13,0,0,2
OG5_143207,0,14,19,1,3,0,5,0
OG5_143202,0,92,260,4,261,0,23,17
OG5_143203,5,5,24,1,37,1,2,14
OG5_132742,334,43,132,4,53,25,34,4
OG5_139479,11,0,25,0,18,0,134,0
OG5_132801,0,17,26,39,534,0,8,10
OG5_155935,0,2,1,0,0,0,37,0
OG5_134455,0,20,259,22,13,0,47,0
OG5_168778,0,2,17,0,7,57,0,3
OG5_143149,0,23,102,11,15,0,49,6
OG5_143148,0,1,71,3,30,0,73,1
OG5_143142,12,12,37,0,0,18,40,0
OG5_143141,0,49,494,1,47,0,22,24
OG5_143140,0,0,3,0,0,0,46,0
OG5_143146,104,24,93,0,0,0,34,0
OG5_143144,0,16,81,1,104,0,31,2
OG5_128249,274,109,793,163,397,40,64,78
OG5_142351,0,0,0,2,1,0,1,3
OG5_168327,46,0,0,1,0,0,0,0
OG5_168328,24,75,214,15,251,5,24,5
OG5_128246,0,42,589,80,595,0,65,11
OG5_128245,118,45,325,86,84,26,7,21
OG5_128244,0,133,951,72,128,0,38,73
OG5_127028,578,75,1012,84,436,0,136,34
OG5_127029,25,72,951,122,506,110,105,57
OG5_127026,98,251,2769,113,443,1,159,132
OG5_127027,570,98,464,80,216,16,127,34
OG5_127024,225,119,1689,161,745,1,121,104
OG5_127025,0,68,833,107,529,40,113,45
OG5_127022,4,82,933,113,557,90,115,55
OG5_127023,588,55,601,141,402,10,95,47
OG5_127020,528,66,584,89,277,77,72,38
OG5_127021,353,16,65,136,108,4,64,8
OG5_136018,0,111,1068,318,190,0,77,8
OG5_170950,27,0,0,0,0,0,1,0
OG5_138855,0,5,30,8,19,0,3,1
OG5_128241,0,44,302,108,134,0,51,26
OG5_136010,0,7,5,45,34,0,0,1
OG5_128240,0,63,414,94,231,0,54,28
OG5_136015,0,59,93,27,393,0,17,6
OG5_136016,0,0,4,22,1,0,0,0
OG5_156714,182,36,186,0,51,5,6,3
OG5_156715,126,0,1,1,0,6,0,1
OG5_156717,46,0,0,1,1,2,0,0
OG5_159071,14,0,0,4,1,0,1,0
OG5_150036,0,50,120,6,128,0,35,4
OG5_156718,149,0,4,0,2,16,1,0
OG5_156719,12,0,0,0,2,0,1,0
OG5_133621,20,533,1707,162,270,1,269,114
OG5_133620,1,48,119,42,106,0,12,2
OG5_133191,0,32,147,45,88,1,47,16
OG5_133190,0,10,32,3,27,0,21,5
OG5_133197,0,33,239,37,209,0,17,6
OG5_133196,0,27,11,29,80,0,33,0
OG5_133195,4,112,325,55,317,0,18,9
OG5_133194,0,30,87,34,186,0,26,4
OG5_133629,0,5,26,33,42,0,0,0
OG5_133628,0,12,81,41,102,0,19,6
OG5_133199,1310,24,186,10,111,236,20,6
OG5_133198,0,2,9,31,28,0,0,3
OG5_172603,1,0,11,1,0,0,11,0
OG5_127431,0,112,1381,118,669,0,34,42
OG5_132866,27,9,75,21,65,0,36,2
OG5_132867,346,38,516,44,163,2,12,12
OG5_132860,0,16,54,36,33,0,17,1
OG5_132861,3,4,6,82,29,1,0,2
OG5_160146,11,2,50,4,9,0,9,5
OG5_127430,0,103,1916,106,941,0,159,60
OG5_132869,185,14,54,28,220,16,5,6
OG5_135669,0,10,23,45,250,0,2,3
OG5_127432,0,78,503,93,352,2,80,51
OG5_163175,36,0,1,0,0,44,7,0
OG5_163176,205,0,0,0,1,2,1,0
OG5_179176,39,1,1,1,9,0,0,0
OG5_163178,56,0,2,0,0,100,1,0
OG5_127343,176,86,479,113,288,121,72,53
OG5_159385,2,0,0,3,0,0,0,0
OG5_128889,0,46,263,77,103,0,73,7
OG5_175389,12,0,2,3,17,0,0,0
OG5_127342,306,37,398,101,173,23,44,37
OG5_170534,0,0,1,0,0,0,0,0
OG5_133998,145,8,13,22,1,1,1,0
OG5_144490,0,2,20,0,31,1,4,15
OG5_144491,0,14,45,0,15,1,6,16
OG5_133991,343,1,1,0,2,6,5,1
OG5_127340,0,106,403,116,477,0,33,7
OG5_133997,327,0,8,1,0,76,0,0
OG5_133996,168,29,160,24,125,0,39,3
OG5_133995,140,8,27,22,24,1,2,2
OG5_133994,137,12,45,24,7,3,5,1
OG5_150039,1,4,10,5,4,0,0,0
OG5_133443,0,39,272,0,143,0,57,0
OG5_133442,0,5,8,37,9,0,0,0
OG5_142633,0,35,422,14,324,0,23,31
OG5_142631,0,3,35,12,21,0,5,0
OG5_142636,4,129,335,48,378,0,28,8
OG5_142637,68,9,49,5,10,0,4,0
OG5_170531,3,3,32,1,55,0,96,0
OG5_130510,0,0,22,74,7,0,6,0
OG5_138859,0,56,262,26,190,0,26,3
OG5_141502,0,0,1,20,0,0,1,0
OG5_149915,0,0,0,14,0,1,0,0
OG5_135138,0,6,119,0,4,0,4,54
OG5_135599,0,0,5,40,4,0,0,0
OG5_140169,149,0,0,1,0,0,0,0
OG5_140164,140,14,57,2,0,2,9,1
OG5_135594,0,40,26,28,9,0,14,5
OG5_140166,123,0,0,0,0,0,1,0
OG5_140160,300,0,0,0,0,102,1,0
OG5_140161,169,0,0,1,0,0,1,0
OG5_140162,294,0,0,3,0,3,0,0
OG5_140163,110,0,1,1,1,0,1,0
OG5_156529,0,1,12,0,1,0,29,0
OG5_144574,0,0,1,9,0,0,2,0
OG5_158657,2,0,3,9,7,0,11,0
OG5_158656,0,22,316,2,15,0,6,19
OG5_128049,0,38,225,82,175,0,47,16
OG5_128048,0,33,208,78,177,0,45,33
OG5_141781,0,1,1,12,2,0,2,0
OG5_128045,321,65,580,78,40,26,99,14
OG5_128044,0,41,216,88,694,0,47,37
OG5_128047,2,37,211,78,188,0,41,25
OG5_128046,554,25,155,81,83,3,64,9
OG5_128041,0,56,362,89,198,0,81,36
OG5_128040,10,46,319,88,166,1,64,32
OG5_128043,0,55,396,90,245,0,73,26
OG5_128042,2,29,184,80,178,0,49,31
OG5_129312,0,45,286,51,172,0,51,19
OG5_129313,0,54,401,74,147,0,95,7
OG5_171369,22,0,0,0,1,0,1,0
OG5_129316,0,35,1099,38,22,0,34,26
OG5_129317,0,32,141,76,136,0,47,8
OG5_129314,0,5,96,108,117,0,4,1
OG5_129315,707,50,215,0,14,0,71,1
OG5_159922,21,0,1,9,0,0,0,1
OG5_129318,0,54,250,60,229,0,62,12
OG5_150014,0,0,8,16,4,0,1,1
OG5_150017,0,2,7,1,78,0,43,1
OG5_142777,0,3,51,19,160,0,0,5
OG5_126855,895,78,473,112,328,195,116,24
OG5_126856,0,50,371,95,191,0,66,40
OG5_126857,538,37,850,142,142,139,91,50
OG5_126850,1,128,822,112,577,0,176,38
OG5_126851,561,44,409,96,218,108,95,39
OG5_126852,0,85,944,125,499,108,123,66
OG5_126853,634,81,465,104,204,23,177,33
OG5_131106,0,23,52,54,108,0,31,4
OG5_171381,0,11,16,3,18,27,6,12
OG5_131104,13,60,516,82,248,0,42,52
OG5_171383,41,0,0,0,2,0,1,0
OG5_171384,35,0,3,1,0,0,1,0
OG5_126859,0,57,388,126,238,0,30,24
OG5_131100,0,42,243,47,200,0,32,27
OG5_156650,0,28,42,0,14,0,40,2
OG5_132718,0,2,16,54,33,0,18,0
OG5_139379,0,28,146,5,92,0,0,6
OG5_137505,6,66,225,10,57,0,90,0
OG5_139375,0,10,46,9,80,0,7,14
OG5_139374,3,39,172,3,122,0,31,0
OG5_132710,3,77,591,28,616,7,6,79
OG5_132711,0,33,42,43,109,0,36,7
OG5_132716,0,57,562,56,753,0,41,37
OG5_130226,0,17,143,67,50,0,49,6
OG5_132714,379,16,64,0,0,2,40,0
OG5_132715,0,30,82,26,18,0,14,18
OG5_138353,0,21,145,12,56,0,35,17
OG5_138354,0,23,389,8,102,0,36,5
OG5_138355,0,28,265,1,21,0,30,2
OG5_135849,1,23,55,30,231,0,17,3
OG5_135848,62,31,174,8,54,19,15,17
OG5_135847,52,18,78,3,111,0,13,13
OG5_135845,261,19,21,0,5,22,0,0
OG5_135844,314,0,0,2,0,0,2,0
OG5_169929,8,1,9,2,17,27,57,2
OG5_132615,0,33,194,34,6,0,16,5
OG5_135840,378,0,1,0,0,0,1,0
OG5_146643,65,0,1,1,2,11,0,7
OG5_146642,107,9,62,6,20,2,9,0
OG5_138038,0,0,4,20,0,0,1,0
OG5_146640,493,0,1,1,0,0,0,0
OG5_146647,32,0,0,1,0,0,1,0
OG5_146644,60,0,0,0,0,40,5,0
OG5_127353,0,74,560,122,340,0,87,51
OG5_135429,0,49,165,2,10,0,58,16
OG5_146649,393,0,1,0,4,25,2,0
OG5_146648,22,9,38,4,37,1,7,3
OG5_142774,0,0,4,13,3,0,16,0
OG5_133211,0,0,2,37,4,0,1,0
OG5_144295,0,0,0,0,0,0,1,13
OG5_133212,0,35,121,29,61,0,13,28
OG5_149916,19,13,18,14,5,0,11,1
OG5_153432,9,0,9,0,0,0,0,0
OG5_156153,70,0,6,2,6,0,1,0
OG5_153430,36,23,93,1,3,0,40,0
OG5_156151,121,0,4,3,3,3,0,0
OG5_153388,0,0,6,0,5,0,31,0
OG5_153434,0,30,102,0,47,0,45,1
OG5_153385,0,8,20,0,1,0,46,0
OG5_171368,22,2,17,0,3,0,0,0
OG5_153439,25,0,0,0,1,0,1,0
OG5_143929,0,0,10,1,4,0,0,16
OG5_139599,75,0,0,0,2,17,0,1
OG5_139598,3,22,92,14,25,0,8,4
OG5_139591,0,0,19,1,91,0,0,0
OG5_139593,86,6,72,3,8,7,0,0
OG5_139592,162,4,3,1,4,0,1,1
OG5_139595,129,24,109,1,9,8,25,4
OG5_139594,2,125,177,3,118,0,27,6
OG5_152526,0,6,4,0,5,0,24,1
OG5_152525,145,0,8,0,0,2,1,0
OG5_152522,81,0,0,6,0,0,0,0
OG5_152520,540,0,1,1,8,0,1,0
OG5_137625,8,5,6,14,1,4,5,0
OG5_181687,0,0,1,0,1,3,1,0
OG5_137626,1,2,1,14,0,1,2,0
OG5_137620,2,31,146,18,8,0,33,6
OG5_137991,0,0,6,1,1,0,46,0
OG5_127356,7,53,412,91,259,33,75,33
OG5_136571,150,3,2,31,4,18,0,1
OG5_136574,0,0,30,29,0,0,0,0
OG5_136575,0,0,14,19,6,0,61,0
OG5_141973,0,6,41,17,1,0,8,0
OG5_134719,0,37,241,37,15,0,16,17
OG5_146259,0,0,26,3,1,0,19,0
OG5_166272,10,2,0,1,0,0,1,0
OG5_134717,0,0,7,30,4,0,6,0
OG5_177578,0,0,3,0,0,0,0,0
OG5_166276,15,0,0,0,0,0,1,0
OG5_127357,0,4,6,21,12,0,1,14
OG5_145732,100,62,137,0,3,0,43,0
OG5_127819,0,56,313,89,211,18,60,34
OG5_127818,17,30,729,67,157,0,75,6
OG5_127817,0,66,231,128,391,0,76,19
OG5_127816,0,62,536,67,207,0,70,25
OG5_127815,247,32,105,48,34,33,49,24
OG5_127814,0,55,473,86,265,0,72,32
OG5_127813,0,49,749,78,187,0,67,15
OG5_127812,0,44,308,86,209,1,63,29
OG5_127811,0,77,384,87,288,0,117,14
OG5_130413,61,235,883,99,444,2,78,35
OG5_137195,0,0,3,0,0,0,66,0
OG5_130410,2,12,47,47,57,0,13,13
OG5_130417,0,41,278,45,29,1,29,34
OG5_130416,12,53,314,52,32,3,25,38
OG5_170165,3,0,2,0,0,0,0,0
OG5_130414,0,48,32,41,210,0,30,6
OG5_130418,0,4,11,65,4,0,1,4
OG5_153288,36,1,0,0,0,0,31,0
OG5_136716,0,24,61,19,170,0,2,3
OG5_163993,0,3,8,1,16,2,13,2
OG5_136713,0,26,249,0,23,0,17,20
OG5_163995,35,0,30,11,106,0,0,0
OG5_180453,0,0,1,0,0,0,0,0
OG5_138488,0,33,102,5,49,0,65,15
OG5_139909,17,3,89,12,4,0,20,1
OG5_139904,0,70,252,21,14,0,37,3
OG5_139903,77,8,17,0,11,8,0,12
OG5_139534,0,39,130,0,1,0,72,2
OG5_152385,207,0,0,0,0,0,20,0
OG5_152384,0,1,62,0,12,0,8,1
OG5_127740,0,86,480,92,226,0,12,43
OG5_160104,0,0,1,0,0,0,17,0
OG5_134121,0,4,42,39,2,0,6,3
OG5_152607,75,0,0,0,0,10,1,0
OG5_131386,358,2,45,10,11,30,32,0
OG5_133291,0,15,98,38,161,0,13,7
OG5_133292,25,80,497,6,112,0,118,20
OG5_133293,0,3,27,39,6,0,3,3
OG5_133295,0,6,14,61,39,0,1,5
OG5_127747,0,77,336,89,108,0,62,27
OG5_150414,1,0,15,0,0,0,37,0
OG5_146620,86,17,60,0,2,0,32,1
OG5_147121,0,0,3,0,0,0,27,0
OG5_135740,1,24,46,34,4,0,19,1
OG5_147122,0,6,56,1,63,0,37,0
OG5_155711,223,13,171,3,58,0,17,8
OG5_146623,0,0,6,1,4,0,0,15
OG5_140392,0,0,14,0,9,1,2,20
OG5_147129,0,102,40,0,34,0,72,8
OG5_147128,0,0,1,0,0,0,26,0
OG5_135742,270,1,5,2,76,54,0,1
OG5_145791,0,0,3,1,0,0,1,15
OG5_140422,0,14,56,0,18,0,4,13
OG5_127746,0,52,251,113,102,0,132,1
OG5_140397,0,3,26,3,4,0,4,11
OG5_135745,13,17,80,20,281,0,4,0
OG5_150389,0,25,91,0,1,0,58,2
OG5_140395,0,2,78,12,44,0,1,2
OG5_150839,7,0,3,0,0,0,0,14
OG5_150838,114,0,33,0,1,0,0,0
OG5_150385,37,28,62,4,61,0,5,9
OG5_150836,0,0,10,2,3,0,1,0
OG5_150387,10,29,98,0,0,0,48,1
OG5_150381,88,12,4,0,0,0,31,0
OG5_150383,0,25,77,0,2,0,66,3
OG5_150382,0,9,290,10,66,0,40,6
OG5_171419,10,0,0,0,0,0,2,0
OG5_135749,17,1,32,35,245,0,9,7
OG5_171411,14,2,19,1,26,1,0,4
OG5_171412,13,0,0,0,0,0,1,0
OG5_131923,41,33,173,12,204,0,7,12
OG5_171417,174,0,1,0,0,7,1,0
OG5_141146,0,2,3,20,0,0,3,0
OG5_149707,39,0,0,0,0,0,1,0
OG5_149524,0,1,4,13,3,0,5,0
OG5_133878,845,0,0,2,0,12,1,0
OG5_133879,0,16,68,30,6,0,11,4
OG5_150304,0,2,8,0,2,0,48,0
OG5_133875,0,16,66,38,109,0,6,5
OG5_133876,43,5,3,29,8,1,0,0
OG5_144553,0,5,34,14,33,0,3,13
OG5_133872,0,12,25,45,182,0,2,1
OG5_149872,0,28,78,2,13,0,42,2
OG5_138379,0,45,224,1,158,0,10,2
